Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
"Revenue Intelligence Analyst, Analytics and Revenue Optimiza...",R| Python| SQL,Google,2641,4.300000191,18,NY,"10,000+",Internet and Software
Operational Analyst - Data Analytics,Intelligence Experience| Perl| MATLAB| SQL,Lockheed Martin Corporation,6415,4.099999905,30,VA,"10,000+",Aerospace and Defense
"Initiative - Senior Analyst, Analytics",Microsoft Powerpoint| Visual Basic| Python| SQL| Microsoft Office| Tableau,IPG Mediabrands,48,3.700000048,1,NY,,"Media, News and Publishing"
"Initiative - Senior Analyst, Analytics",Microsoft Powerpoint| Visual Basic| Python| SQL| Microsoft Office| Tableau,IPG Mediabrands,48,3.700000048,1,NY,,"Media, News and Publishing"
Senior Data Analyst,Data Mining| Machine Learning| R| SAS| Tableau| MATLAB| Python,ALC,18,3.299999952,30,NJ,,
HR Analytics Enablement & Data Wrangling Analyst,SAS,SunTrust,3532,3.599999905,28,GA,"10,000+",Banks and Financial Services
"Senior Analyst, Data & Analytics",Google Analytics| SQL| Tableau| Python,MWW Group,5,2.799999952,30,NY,,
Sr. Data Analyst / Sr. Splunk Analyst,Splunk| Big Data| Linux| Data Mining| Hadoop| NoSQL| Shell Scripting| Scripting,Accolite Software India,,,30,TX,,
Sr. Data Analyst / Sr. Splunk Analyst,Splunk| Big Data| Linux| Data Mining| Hadoop| NoSQL| Shell Scripting| Scripting,"Accolite, Inc.",,,30,TX,,
Enterprise Data Analyst,Microsoft SQL Server| ERP Systems| Data Warehouse| Power BI| Data Analysis| SAP| GIS,Esri,92,3.799999952,30,CA,"Less than 10,000",Internet and Software
Senior Data Analyst - SAP BW SME,SAP| Business Analysis,Capgemini,6072,3.799999952,1,TX,"10,000+",Consulting and Business Services
Intelligence Data Analyst,Machine Learning| R| Python,Intelligent Waves Llc,14,4.099999905,30,VA,"Less than 10,000",Aerospace and Defense
Oracle DRM Master Data Analyst,SOX| SharePoint| Hyperion| SAP| Oracle| Excel,General Motors,6241,4.199999809,30,MI,"10,000+",Auto
Clinical Data Analyst II,Microsoft Powerpoint| Clinical Research| Project Management| SAP| Oracle| SAS| Clinical Trials| Microsoft Office| SQL,Abbott Laboratories,3285,4.099999905,6,MA,"10,000+",Health Care
"Senior Data Analyst, CBS, Analytics",Hive| Hadoop| R| SQL| Tableau| Python,Criteo,27,4,30,NY,,
"Specialist, Data Analyst (Tech.)",Database Administration| Data Warehouse| Tableau,BNY Mellon,3444,3.599999905,30,NJ,"10,000+",Banks and Financial Services
Sr. Data Analyst,Business Intelligence| Microsoft SQL Server| SAP| Oracle| SAS| SQL| Microsoft Office| Tableau| Alteryx,"PJM Interconnection, LLC",13,4.5,4,PA,,
Senior Data Analyst,Business Intelligence| R| SQL| Data Warehouse| Python| PHP,WP Engine,14,4.199999809,27,TX,"Less than 10,000",Internet and Software
"Revenue Intelligence Analyst, Analytics and Revenue Optimiza...",R| Python| SQL,Google,2641,4.300000191,18,CA,"10,000+",Internet and Software
Lead Data Analyst,,EmblemHealth,,,30,NY,"Less than 10,000",Insurance
Data Analyst - Group Internal Audit,Alteryx| Project Management| SAS| Oracle| SQL| Tableau,UBS,1674,3.900000095,23,USA,"10,000+",Banks and Financial Services
Sr Analyst-Hotel Data Analytics,Microsoft Powerpoint| Hadoop| SQL| Microsoft Office| Tableau,Priceline.com,77,3.900000095,30,CT,"Less than 10,000","Restaurants, Travel and LeisureConsulting and Business Services"
Lead Data Analyst,Visual Basic| SAS| SQL| Tableau,EmblemHealth,517,3.599999905,28,NY,"Less than 10,000",Insurance
Oncology Pharmacy Data Analyst,Business Intelligence| Tableau| Medical Insurance,Oklahoma Cancer Specialists and Research Institute,,,30,OK,,
Senior Data Analyst,Pig| Hive| Hadoop| R| Tableau| Big Data| Java| MySQL| Cassandra| Data Analysis| Python,Huawei,2581,3.799999952,30,CA,"10,000+",Industrial Manufacturing
Senior Data Analyst,Business Intelligence| R| SQL| Data Warehouse| Python| PHP,WP Engine,14,4.199999809,27,TX,"Less than 10,000",Internet and Software
Sr Supply Chain Data Analyst - Distribution,Supply Chain Experience| Excel| Microsoft Access,Columbia Sportswear,324,3.700000048,19,OR,"Less than 10,000",Retail
Data Analyst/Business Intelligence Consultant,Business Intelligence| Microsoft Office| Tableau| Process Mapping| Accounting| GAAP| Project Management Methodology,"Blytheco, LLC",,,30,CO,,
Big Data Technical Data Analyst,Big Data| NoSQL| Hadoop| IT Experience| Compliance Management| HBase,Discover Financial Services,1948,4,30,IL,"10,000+",Banks and Financial Services
Senior Data Analyst,JavaScript| Design Patterns| SQL| HTML5| Java| AWS,GlassDoor,,,30,VA,"10,000+","Restaurants, Travel and Leisure"
"Senior Marketing Data Analyst, Events",Big Data| Hadoop| R| Python| SQL| Tableau,Cisco Systems,4251,4.099999905,6,NY,"10,000+",Internet and Software
Business Intelligence Developer and Data Analyst,System Design,Johns Hopkins Health System,1303,4.099999905,19,MD,"10,000+",Health Care
"Marketplace Analyst, Publisher Yield Analytics",Hive| R| Statisical Analysis| SQL| Tableau| Python,Facebook,387,4.199999809,19,CA,"10,000+",Internet and Software
Sr. Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Scripting| R| Crystal Reports| SQL| Microsoft Access| Tableau| Java| .Net| Microsoft Word| ArcGIS| C#| Python,ddms,5,2.599999905,27,USA,,
Data Analyst/Project Manager,Project Management| WordPress| Leadership Experience| PHP,momofuku,12,4.300000191,19,NY,,
IT Data Analytics and Born Digital Analyst,Machine Learning| Project Management| Power BI,RB,624,3.700000048,30,NJ,,
Data Analyst - SAP - BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst Lead - SAP BI Reporting SME,Data Mining| SAP| Business Analysis,Capgemini,6072,3.799999952,1,TX,"10,000+",Consulting and Business Services
Data Analyst and Video Logistics Specialist,Machine Learning| Microsoft Powerpoint,Alarm.com,13,4.400000095,30,VA,"Less than 10,000",Consumer Goods and Services
"Sr. Data Analyst - Moon Twp, PA",Business Intelligence| Microsoft SQL Server| Data Mining| Machine Learning| TFS| Power BI| R| Azure| Image Processing| JSON| SQL| Tableau| Java| T-SQL| Visual Studio| Python| Data Science,ServiceLink,382,3.099999905,5,PA,,
Senior Business Data Analyst,Splunk| SQL| AWS| Tableau,Splunk,30,4.300000191,13,CA,"Less than 10,000",Internet and Software
"Internal Audit Analyst, Data Analytics and Automation",Hive| Data Analysis| R| Oracle| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Principal Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Python| Process Management,Capital One,6790,4,30,VA,"10,000+",Banks and Financial Services
Clinical Data Analyst II,CDISC Standards| SAS| Clinical Trials| SQL,Becton Dickinson,960,4,30,MD,"10,000+",
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Data Analyst - SAP/BW Consultant,Data Mining| Business Analysis,Capgemini,6072,3.799999952,29,SC,"10,000+",Consulting and Business Services
Sr Supply Chain Data Analyst - Demand and Supply,Supply Chain Experience| Excel| Tableau| Microsoft Access,Columbia Sportswear,324,3.700000048,13,OR,"Less than 10,000",Retail
Senior Business Data Analyst,Splunk| SQL| AWS| Tableau,Splunk,30,4.300000191,13,CA,"Less than 10,000",Internet and Software
Data Analyst,Microsoft SQL Server| Azure| SQL| T-SQL| Confluence| Jira| Data Mining| Oracle,Abacus Data Systems,17,2.900000095,30,CA,"Less than 10,000",Internet and Software
"Data Analyst, Mid",Microsoft Powerpoint| Visual Basic| Power BI| Excel| Microsoft Office| Tableau,Booz Allen Hamilton,1733,3.900000095,26,DC,"10,000+",Consulting and Business Services
Data Analyst,Pig| Hive| Data Mining| Machine Learning| TS/SCI Clearance| Hadoop| R| SAS| SQL| Tableau| Python,Deloitte,7197,4,30,VA,"10,000+",Consulting and Business Services
"Business Analyst – Data Warehouse, Analytics & BI",Data Warehouse| Project Management| SQL,UBS,1674,3.900000095,30,NY,"10,000+",Banks and Financial Services
BI Data Analyst Lead,PL/SQL| Data Warehouse| Design Experience| Oracle| SQL,City National Bank,199,3.700000048,30,CA,"Less than 10,000",Banks and Financial Services
Sr Finance Data Analyst,Business Analysis| SQL| Tableau,LendingClub,64,3.599999905,30,CA,"Less than 10,000",Banks and Financial Services
Senior Data Analyst,R| Python| SQL| Tableau,Intuit,1103,4.199999809,26,CA,"Less than 10,000",Internet and Software
Senior Technical Business/Data Analyst,Oracle| SQL| Microsoft Office| DB2,T. Rowe Price,348,3.900000095,4,MD,"Less than 10,000",Banks and Financial Services
Clinical Data Analyst II,Microsoft Powerpoint| Clinical Research| Project Management| SAP| Oracle| SAS| Clinical Trials| Microsoft Office| SQL,Abbott Laboratories,3285,4.099999905,22,CA,"10,000+",Health Care
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,1829,4.099999905,30,FL,"10,000+","Media, News and Publishing"
Data Analyst - Design+Construction and Cost+Risk Management,JavaScript| R| Microsoft Office| HTML5| Tableau| Big Data|  Project / Program Management| Python,MGAC,3,4,16,CA,,
CRM Admin/Data Analyst,Alteryx| Tableau,Neuberger Berman,61,3.799999952,30,NY,"Less than 10,000",Banks and Financial Services
Data Analyst,Data Mining| R| SAS| SQL| Java| Intelligence Experience| SPSS| MATLAB| Python,ManTech International Corporation,1275,4,30,VA,"Less than 10,000",Aerospace and Defense
Data Analyst,Data Mining| R| SAS| SQL| Java| Intelligence Experience| SPSS| MATLAB| Python,ManTech International Corporation,1275,4,30,VA,"Less than 10,000",Aerospace and Defense
Business Data Analyst 3,Microsoft SQL Server| ERP Systems| Azure| SQL| Tableau| Big Data| Telecommunication| AWS,Asurion,1905,3.700000048,6,TN,"10,000+",Telecommunications
"Data Analyst, Principal",Hadoop,CACI,1435,3.900000095,30,DC,"10,000+",Consulting and Business Services
"Analyst, Advanced Analytics and Data Science",Business Intelligence| Microsoft SQL Server| Scripting| Azure| SQL| Tableau| Design Experience| Python,Kennametal,382,3.799999952,8,PA,"10,000+",Industrial Manufacturing
"Business / Data Analyst, Officer",Microsoft Powerpoint| Business Analysis| Microsoft Office| Microsoft Access,State Street,2067,3.5,17,MA,"10,000+",Banks and Financial Services
Lead Data Analyst,Microsoft SQL Server| Oracle| SAS| Crystal Reports| SQL| Microsoft Office| Microsoft Word| Data Analysis,EmblemHealth,517,3.599999905,28,NY,"Less than 10,000",Insurance
Senior Data Analyst,JavaScript| Machine Learning| Hadoop| R| Perl| SAS| SQL| Tableau| Big Data| Predictive Analytics| Python,Glu Mobile,16,3.200000048,30,CA,,
Sr Master Data Analyst,Time Management| Microsoft Powerpoint| SQL,Allergan,1078,3.799999952,30,OH,"10,000+",Pharmaceuticals
USPS Data Analyst,Data Mining| Microsoft SQL Server| Power BI| Oracle| SAS| SQL| Teradata,MVM,224,3.5,30,VA,,Consulting and Business Services
Magento Sr Marketing Technology and Data Analyst,Salesforce CRM| Marketing Automation| Magento| Marketing| Adobe Marketing| Tableau,Magento,5,4,4,CA,,
Data Analyst,R| SAS| SQL| Tableau| Predictive Analytics| Python,Jobspring Partners,31,3.700000048,21,MD,,Human Resources and Staffing
Cybersecurity Data Analyst-Secret Clearance,Pig| Hive| Data Mining| Machine Learning| Hadoop| R| SAS| SQL| Tableau| Troubleshooting| Python,Deloitte,7197,4,30,DC,"10,000+",Consulting and Business Services
"IT Data Analyst, Senior",Informatica| Data Analysis| Leadership Experience| Oracle| SQL,Blue Shield of California,542,3.599999905,27,CA,"Less than 10,000",Health Care
Hedge Fund Junior Data Analyst,Accounting,Mission Staffing,,,30,NY,,
"Analyst, Supply Chain Analytics",Visual Basic| Microsoft Office| SQL| Tableau| Java| STATA| SPSS| MATLAB| Python,HelloFresh,236,3.200000048,5,NY,,Food and Beverages
DATA ANALYST - 18210882,Perl| SAS| SQL| Java| SPSS,CTG,193,3.599999905,28,NY,,Internet and Software
PhD Data Analyst,Data Analysis| R| Python| SQL,Jobspring Partners,31,3.700000048,8,IL,,Human Resources and Staffing
Data Analyst,Microsoft SQL Server| Data Warehouse| Informatica| Perl| Oracle| Python,Lorven Technologies,,,13,NJ,,
Data Analyst - Channel Management,SAS| Tableau,USAA,2174,4,26,TX,"10,000+",Insurance
Global HRIS Business and Data Analyst-Workday,Time Management| Workday| Microsoft Office| Payroll,JLL,1887,3.799999952,16,IL,"10,000+",Real Estate
Technology Spring 2019 Intern - TDC Consumer Analytics Data...,Hive| Data Mining| Machine Learning| R| Scala| SQL| Python,Time Warner,123,4.199999809,5,GA,"10,000+","Media, News and Publishing"
Sr. Data Analyst - Health Plan Group,JavaScript| Data Mining| XML| SAS| Excel| SQL| SPSS,Health First,381,3.700000048,30,FL,,Health Care
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,1829,4.099999905,30,CT,"10,000+","Media, News and Publishing"
Data Analyst (Power BI Reports Developer),Microsoft SQL Server| Time Management| Power BI| SQL| Data Warehouse| Git,Halfaker and Associates,24,3.799999952,30,VA,,
"Senior Data Analyst, Planning Analytics",Machine Learning| R| Statisical Analysis| Python| SQL| Tableau,MM.Lafleur,6,2.700000048,30,NY,,
Sr. Data Analyst,Excel| SQL| Tableau| Jira,Chicago Trading Company (CTC),,,30,IL,,
Hadoop Developer/Admin/Data Analyst,Hadoop| R| Oracle| SQL| Java| Data Warehouse| Design Experience| NoSQL| Python,"Integral Consulting Services, Inc.",18,3.5,30,MD,"Less than 10,000",Government
Data Analyst,SDLC| Microsoft Windows Server,Lorven Technologies,,,18,CA,,
Senior Business Data Analyst- Digital,Google Analytics| SQL| Tableau| QlikView,National Funding,11,3.5,11,CA,,
"Data Analyst Consultant, Professional Services - NYC",Pig| Hive| Microsoft SQL Server| SQL| JavaScript| Business Intelligence| Ruby| Oracle| Spark| Data Warehouse| Python,Looker,4,4,30,NY,"Less than 10,000",Internet and Software
Lead Data Analyst and Mapper - Healthcare Provider,SQL,Perficient,50,3.400000095,30,WV,"Less than 10,000",Consulting and Business Services
Retail Data Analyst,Quantitative Analysis| Machine Learning| Hadoop| R| SAS| SQL| Analysis Skills| Python,Clearpoint,33,3.299999952,30,TX,,
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,1829,4.099999905,30,NY,"10,000+","Media, News and Publishing"
Business Intelligence Data Analyst,Business Intelligence| Hive| Data Mining| Ruby| Hadoop| Scripting| SAS| Oracle| Excel| SQL| HBase| Big Data| Spark| Data Analysis| Python,CACI,1435,3.900000095,30,VA,"10,000+",Consulting and Business Services
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,1829,4.099999905,30,CA,"10,000+","Media, News and Publishing"
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29963,3.799999952,7,TX,"10,000+",Banks and Financial Services
"Strategic Analyst, Senior (Measurement, Data Analytics and P...",R| Oracle| SAS| Python| SQL| Tableau,PG&E,599,3.900000095,30,CA,"10,000+",Energy and Utilities
Cyber Security Vulnerability Data Analyst,Information Security| Ruby| Objective-C| Routing Protocols| Network| Perl| C/C++| HTTPS| Java| Python| TCP/IP| IPsec| TCP,NBCUniversal,1829,4.099999905,30,MN,"10,000+","Media, News and Publishing"
Senior Data Analyst,R| Python| SQL| Tableau,Harnham,6,4.800000191,30,CA,"Less than 10,000",Consulting and Business Services
Senior Data Analyst Contractor,R| Python| SQL| Tableau,Harnham,6,4.800000191,7,CA,"Less than 10,000",Consulting and Business Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29963,3.799999952,30,TX,"10,000+",Banks and Financial Services
Senior Data Analyst,SQL,Harnham,6,4.800000191,30,CA,"Less than 10,000",Consulting and Business Services
Data Analyst,Machine Learning| Python| SQL,7Park Data,,,1,NY,,
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,2641,4.300000191,14,CA,"10,000+",Internet and Software
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,2641,4.300000191,14,NY,"10,000+",Internet and Software
"Data Analyst, Ads and Measurement",JavaScript| Data Analysis| R| Python| SQL,Google,2641,4.300000191,14,CA,"10,000+",Internet and Software
"Data Analyst, Customer Success Cash App",Data Mining| Ruby| R| Python| SQL| Tableau,Square,64,3.900000095,6,CA,"Less than 10,000",Banks and Financial Services
Data Analyst - Machine Learning,TensorFlow| Pig| Hive| Data Mining| Machine Learning| Hadoop| R| Image Processing| HBase| Java| Spark| Signal Processing| Python| AWS,Siemens,6479,4.099999905,15,GA,"10,000+",Computers and Electronics
HR Data Analyst,Microsoft Powerpoint,uJoynus,34,3.799999952,30,CA,"Less than 10,000",Industrial Manufacturing
Data Analyst,Data Analysis| SQL,First Republic Bank,131,4,28,CA,,
Senior Data Analyst - Tableau Job,Data Mining| Machine Learning| Tableau,SAIC,2279,4,14,DC,"10,000+",Aerospace and Defense
"Data Analyst Survey Insights, Safety & Insurance",Survey Design| Hive| Spark| R| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Data Analyst / Modeler,Pentaho| Project Management Methodology| Hadoop| Project Management| SQL,BMO Financial Group,1830,3.799999952,30,WI,"10,000+",Banks and Financial Services
Data Analyst,Data Management| SDLC| R| SQL| Java| Design Experience|  Project / Program Management| Python| Jira,CAPCO,103,3.5,23,NY,"Less than 10,000",Consulting and Business Services
BXB Digital - Data Analyst,Data Mining| QlikView| Business Analysis| SQL| Microsoft Office| Tableau,CHEP,480,3.599999905,30,CA,"10,000+",Consulting and Business Services
"Big Data, Data Analyst",Hive| Business Intelligence| Microsoft SQL Server| Hadoop| SQL| HBase| Tableau| Big Data| Data Warehouse| PostgreSQL| Data Analysis| Shell Scripting| Python,ExcelaCom,11,3,28,CO,,
Sr. Data Analyst,Data Mining| Machine Learning| R| SQL| Tableau| S3| Data Analysis| Python| AWS,Fender,14,2.900000095,7,CA,,
Life Sciences Data Analyst and Consultant,Machine Learning| Power BI| R| SAS| Tableau| Design Experience| Leadership Experience| Python| Data Science,ClearView Healthcare Partners,2,5,29,MA,,Health Care
Senior Data Analyst,,Capgemini,6072,3.799999952,30,NY,"10,000+",Consulting and Business Services
Senior Data Analyst,,Capgemini,6072,3.799999952,30,NY,"10,000+",Consulting and Business Services
Cloud Data Analyst,Data Mining| Machine Learning| R| SQL| Spark| Python,State Street,2067,3.5,30,NY,"10,000+",Banks and Financial Services
Data Analyst - Strategic Finance,Hive| Business Intelligence| Machine Learning| Project Management| R| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
"Data Analyst - Consultant - San Francisco, CA",Machine Learning| Oracle| SAS| SQL| Tableau| Data Warehouse| QlikView| Informatica,Clarity Insights,10,3.5,22,CA,,
Business Analyst - Performance Data Analyst,Data Analysis| Jira| SQL,First Republic Bank,131,4,30,CA,,
Senior Data Analyst,Data Mining| Hadoop| R| SAS| SQL| Tableau| SPSS| Data Analysis| MATLAB| Leadership Experience| Python,Rockstar New York,,,30,NY,,
IT Big Data Analyst,Pig| Hive| Hadoop| Kafka| SQL| HBase| Big Data| Cassandra| Spark| Informatica| NoSQL,UBS,1674,3.900000095,30,NJ,"10,000+",Banks and Financial Services
Senior Data Analyst,Hive| Hadoop| Marketing| Digital Marketing| SQL| Tableau| Confluence| Spark| Design Experience| Python| Jira,Disney,4330,4.199999809,30,NY,"10,000+","Restaurants, Travel and Leisure"
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,6790,4,21,VA,"10,000+",Banks and Financial Services
"Tableau Developer, Data Products",Java| Business Intelligence| Hadoop| SAS| Python| SQL| Tableau,Visa,656,4,30,CA,"10,000+",Banks and Financial Services
"Assessment Science Analyst, People Analytics",Survey Design| SPSS| R| Python,Facebook,387,4.199999809,19,NY,"10,000+",Internet and Software
Data Analytics & Data Science Analyst,Pig| Linux| Hive| Data Mining| Machine Learning| Hadoop| Scala| R| SQL| Tableau| Java| Spark| Data Analysis| Python| AWS,Lockheed Martin Corporation,6415,4.099999905,30,CT,"10,000+",Aerospace and Defense
"Senior Analyst, Hotels Data Analytics",Data Mining| Hadoop| Oracle| Python| SQL| Tableau,Priceline.com,77,3.900000095,30,CT,"Less than 10,000","Restaurants, Travel and LeisureConsulting and Business Services"
Technology and Data Analyst (Ratings Risk Review),Data Mining| Machine Learning| Data Warehouse| QlikView| Visual Basic| Python| SQL| Tableau,S&P Global,700,4,30,NY,,Banks and Financial Services
Business Intelligence / Data Analyst II,Hive| Business Intelligence| Spark| Data Warehouse| Hadoop| Scripting| Python| SQL,Uber,641,3.799999952,30,CA,"10,000+",Internet and Software
Senior Data Analyst,JavaScript| Pig| Hive| Perl| SQL| Tableau| Informatica| Python| Process Management,Capital One,6790,4,30,VA,"10,000+",Banks and Financial Services
Data Analyst for Cyber Security Team,CISSP| Splunk| Information Security| CISM,SWIFT,,,30,VA,,
Data Analyst within a Data Science Group,JavaScript| Design Patterns| Machine Learning| SDLC| R| Python,Berkadia Commercial Mortgage,48,3.900000095,30,PA,"Less than 10,000",Real Estate
Sr. Risk Data Analyst,Data Mining| Machine Learning| Data Analysis| R| Python| SQL,Bill.com,11,3.799999952,30,CA,,
"Enterprise Data Platform, Data Analyst",Time Management| SDLC| SQL| Tableau| Java| Git| Python| Jira| Jenkins| AWS,MUFG,41,2.599999905,30,NJ,"10,000+",Banks and Financial Services
Senior Data Analyst - Marketing Insights & Analytics,Google AdWords| Customer Segmentation| Marketing Automation| Marketing| SQL| Doubleclick,WeWork,81,3.200000048,7,NY,,Consulting and Business Services
Senior Technical Data Analyst,Pig| Hive| Microsoft SQL Server| Perl| DynamoDB| R| SQL| SSL| Big Data| S3| Control-M| Informatica| Pentaho| Hadoop| Scala| Oracle| Tableau| Java| QlikView| Python,Intuit,1103,4.199999809,7,CA,"Less than 10,000",Internet and Software
Data Analyst 3,Data Mining| Python| Excel| SQL| Tableau,Motion Recruitment Partners,7,3.400000095,19,CA,,
"Healix - Senior Analyst, Analytics, Business Intelligence",Microsoft Powerpoint| Visual Basic| Doubleclick| Python| SQL| Microsoft Office| Tableau,IPG Mediabrands,48,3.700000048,1,NY,,"Media, News and Publishing"
"Data Analyst, Mid",Survey Design| OBIEE| Machine Learning| R| SAS| Excel| Tableau| STATA| SPSS| Python,Booz Allen Hamilton,1733,3.900000095,30,DC,"10,000+",Consulting and Business Services
Data Visualization Specialist - Consultant (Tableau or Power...,Microsoft SQL Server| Machine Learning| Hadoop| Oracle| SQL| Tableau| Teradata| Apache| Alteryx,Clarity Insights,10,3.5,5,USA,,
"Data Analyst, Senior",Hive| Hadoop| R| Microsoft Office| SQL| Java| Python,Booz Allen Hamilton,1733,3.900000095,30,VA,"10,000+",Consulting and Business Services
Data Science & Analytics,Survey Design| Performance Marketing,Publicis.Sapient,12,3.799999952,30,TX,,
Data Visualization Specialist - Consultant (Tableau or Alter...,Microsoft SQL Server| Machine Learning| Hadoop| Oracle| SQL| Tableau| Teradata| Apache| Alteryx,Clarity Insights,10,3.5,4,CA,,
Sr Analyst - Gobal MIS and & Data Analytics,Business Intelligence| Microsoft Powerpoint| Visual Basic| Project Management| Microsoft Office| Excel| SQL| Microsoft Access| T-SQL| SharePoint| Analysis Skills| QlikView,Citi,14629,3.900000095,8,FL,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29966,3.799999952,30,NY,"10,000+",Banks and Financial Services
Digital Analytics Analyst,Oracle| SQL| Tableau,PureCars,7,3.599999905,30,GA,,
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29963,3.799999952,30,NJ,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29963,3.799999952,30,CA,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29966,3.799999952,30,CA,"10,000+",Banks and Financial Services
Analytic Consultant 5 - Business Data Analyst,Hadoop| SAS| Oracle| SQL| Data Warehouse,Wells Fargo,29966,3.799999952,30,CA,"10,000+",Banks and Financial Services
"Assistant Vice President, Data and Analytics, Strategy & Dis...",Microsoft Word| Data Mining| Microsoft Powerpoint,Arch Capital Group Ltd.,35,4.199999809,30,CT,,
"VP, Digital Analytics: Senior Data Analyst",Hive| Time Management| Hadoop| R| SAS| SQL| Big Data| Data Warehouse| Python,JPMorgan Chase,21159,3.900000095,30,CA,"10,000+",Banks and Financial Services
Epic Clarity Data Analyst Architect,Epic Certification| Epic| SQL,Engage Partners,16,3.799999952,30,MD,,
Business Data Analyst - Senior Consultant - National,Machine Learning| Oracle| SAS| SQL| Tableau| Data Warehouse| QlikView| Informatica,Clarity Insights,10,3.5,30,IL,,
"Senior Analyst, People Analytics & Insights",Project Management| Hadoop| Business Analysis| Tableau,Palo Alto Networks,56,4.099999905,30,CA,"Less than 10,000",Internet and Software
Talent Management Strategic Workforce Planning Data Analyst/...,TS/SCI Clearance| SQL| Project Planning| Strategic Planning,Assured Consulting Solutions,,,30,MD,,
Work Force Analytics Analyst,Big Data| Statistical Software| Business Intelligence| Data Mining| Microsoft Powerpoint| Visio| Data Analysis| Workday,ITT Corporation,865,3.799999952,30,NY,,
Product Manager - Data & Analytics,,FIS,1447,3.5,1,FL,"10,000+",Banks and Financial Services
"VP, Digital Analytics: Senior Data Analyst",Hive| Time Management| Hadoop| R| SAS| SQL| Big Data| Data Warehouse| Python,JPMorgan Chase,21159,3.900000095,30,NY,"10,000+",Banks and Financial Services
MGR DATA SCIENCE AND ANALYTICS,Machine Learning| R| Leadership Experience| Statisical Analysis| Python| SQL| Tableau,The Home Depot,41290,3.799999952,6,GA,"10,000+",RetailConsumer Goods and Services
Senior Data Analyst - Internal Audit,CISSP| Certified Information Systems Auditor| Certified Internal Auditor| Project Management| CPA| Audits,Western Union,1048,4,30,CO,"10,000+",Banks and Financial Services
Head of eBusiness Analytics and Data Science,Machine Learning| Marketing Automation| Leadership Experience,EMD,50,4,30,MO,"10,000+",Industrial Manufacturing
Senior Epic Reporting and Data Analyst,Epic Certification| Epic| SQL,Community Health Network,331,4,30,IN,"10,000+",Health Care
Trading Data Analytics Consultant,Microsoft Word| Microsoft Powerpoint| Microsoft Office,Accenture,14988,4,30,NY,"10,000+",Consulting and Business Services
Data Analyst - VP - CIB Treasury Services,Statistical Software| Hive| Hadoop| R| SQL| Big Data| Data Analysis| Python,JPMorgan Chase,21159,3.900000095,30,NY,"10,000+",Banks and Financial Services
"Director, Product - Data & Analytics",Machine Learning| Management Experience| SQL| Tableau,Fullscreen Media,33,4.199999809,30,CA,,
