system,system_name,school,school_name,pool,designation_ineligible,subgroup,score_achievement,score_growth,score_absenteeism,score_grad,score_ready_grad,score_elpa
890,Warren County,38,Hickory Creek School,K8,0,American Indian or Alaska Native,,,,,,
890,Warren County,38,Hickory Creek School,K8,0,Asian,,,,,,
890,Warren County,38,Hickory Creek School,K8,0,Black or African American,,2,3,,,
890,Warren County,38,Hickory Creek School,K8,0,Black/Hispanic/Native American,3,4,2,,,3
890,Warren County,38,Hickory Creek School,K8,0,Economically Disadvantaged,2,3,1,,,1
890,Warren County,38,Hickory Creek School,K8,0,English Learners with Transitional 1-4,2,4,1,,,3
890,Warren County,38,Hickory Creek School,K8,0,Hispanic,4,4,2,,,3
890,Warren County,38,Hickory Creek School,K8,0,Students with Disabilities,1,2,1,,,
890,Warren County,38,Hickory Creek School,K8,,Subgroups,2,3.25,1.25,,,2.333333333
890,Warren County,38,Hickory Creek School,K8,0,Super Subgroup,2,3,,,,
890,Warren County,38,Hickory Creek School,K8,0,White,4,2,2,,,
890,Warren County,40,Irving College Elementary,K8,0,All Students,2,1,3,,,
890,Warren County,40,Irving College Elementary,K8,0,American Indian or Alaska Native,,,,,,
890,Warren County,40,Irving College Elementary,K8,0,Asian,,,,,,
890,Warren County,40,Irving College Elementary,K8,0,Black or African American,,,,,,
890,Warren County,40,Irving College Elementary,K8,0,Black/Hispanic/Native American,,2,4,,,
890,Warren County,40,Irving College Elementary,K8,0,Economically Disadvantaged,2,2,3,,,
890,Warren County,40,Irving College Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
890,Warren County,40,Irving College Elementary,K8,0,Hispanic,,2,,,,
890,Warren County,40,Irving College Elementary,K8,0,Students with Disabilities,,,,,,
890,Warren County,40,Irving College Elementary,K8,,Subgroups,2,2,3.5,,,
890,Warren County,40,Irving College Elementary,K8,0,Super Subgroup,3,2,,,,
890,Warren County,40,Irving College Elementary,K8,0,White,2,0,3,,,
890,Warren County,50,Morrison Elementary,K8,0,All Students,2,2,4,,,
890,Warren County,50,Morrison Elementary,K8,0,American Indian or Alaska Native,,,,,,
890,Warren County,50,Morrison Elementary,K8,0,Asian,,,,,,
890,Warren County,50,Morrison Elementary,K8,0,Black or African American,,,,,,
890,Warren County,50,Morrison Elementary,K8,0,Black/Hispanic/Native American,2,2,4,,,
890,Warren County,50,Morrison Elementary,K8,0,Economically Disadvantaged,2,2,4,,,
890,Warren County,50,Morrison Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
890,Warren County,50,Morrison Elementary,K8,0,Hispanic,2,2,4,,,
890,Warren County,50,Morrison Elementary,K8,0,Students with Disabilities,3,1,4,,,
890,Warren County,50,Morrison Elementary,K8,,Subgroups,2.333333333,1.666666667,4,,,
890,Warren County,50,Morrison Elementary,K8,0,Super Subgroup,2,2,,,,
890,Warren County,50,Morrison Elementary,K8,0,White,2,2,4,,,
890,Warren County,63,Bobby Ray Memorial,K8,0,All Students,1,1,2,,,3
890,Warren County,63,Bobby Ray Memorial,K8,0,American Indian or Alaska Native,,,,,,
890,Warren County,63,Bobby Ray Memorial,K8,0,Asian,,,,,,
890,Warren County,63,Bobby Ray Memorial,K8,0,Black or African American,,2,4,,,
890,Warren County,63,Bobby Ray Memorial,K8,0,Black/Hispanic/Native American,1,2,3,,,4
890,Warren County,63,Bobby Ray Memorial,K8,0,Economically Disadvantaged,1,0,2,,,3
890,Warren County,63,Bobby Ray Memorial,K8,0,English Learners with Transitional 1-4,2,2,4,,,3
890,Warren County,63,Bobby Ray Memorial,K8,0,Hispanic,1,2,3,,,4
890,Warren County,63,Bobby Ray Memorial,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
890,Warren County,63,Bobby Ray Memorial,K8,0,Students with Disabilities,2,1,2,,,
890,Warren County,63,Bobby Ray Memorial,K8,,Subgroups,1.5,1.25,2.75,,,3.333333333
890,Warren County,63,Bobby Ray Memorial,K8,0,Super Subgroup,1,0,,,,
890,Warren County,63,Bobby Ray Memorial,K8,0,White,1,1,2,,,
890,Warren County,75,Warren County Middle School,K8,0,All Students,1,0,4,,,1
890,Warren County,75,Warren County Middle School,K8,0,American Indian or Alaska Native,,,,,,
890,Warren County,75,Warren County Middle School,K8,0,Asian,,,,,,
890,Warren County,75,Warren County Middle School,K8,0,Black or African American,2,1,4,,,
890,Warren County,75,Warren County Middle School,K8,0,Black/Hispanic/Native American,2,0,4,,,0
890,Warren County,75,Warren County Middle School,K8,0,Economically Disadvantaged,2,0,4,,,0
890,Warren County,75,Warren County Middle School,K8,0,English Learners with Transitional 1-4,2,2,4,,,1
890,Warren County,75,Warren County Middle School,K8,0,Hispanic,2,0,4,,,0
890,Warren County,75,Warren County Middle School,K8,0,Students with Disabilities,3,0,4,,,
890,Warren County,75,Warren County Middle School,K8,,Subgroups,2.25,0.5,4,,,0.333333333
890,Warren County,75,Warren County Middle School,K8,0,Super Subgroup,2,0,,,,
890,Warren County,75,Warren County Middle School,K8,0,White,2,0,4,,,
890,Warren County,80,Warren County High School,HS,0,All Students,3,0,4,4,3,0
890,Warren County,80,Warren County High School,HS,0,American Indian or Alaska Native,,,,,,
890,Warren County,80,Warren County High School,HS,0,Asian,,,,,,
890,Warren County,80,Warren County High School,HS,0,Black or African American,2,2,4,,,
890,Warren County,80,Warren County High School,HS,0,Black/Hispanic/Native American,3,0,4,4,4,1
890,Warren County,80,Warren County High School,HS,0,Economically Disadvantaged,1,0,4,4,4,0
890,Warren County,80,Warren County High School,HS,0,English Learners with Transitional 1-4,2,2,2,,,0
890,Warren County,80,Warren County High School,HS,0,Hispanic,3,1,4,4,4,1
890,Warren County,80,Warren County High School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
890,Warren County,80,Warren County High School,HS,0,Students with Disabilities,1,0,4,2,2,0
890,Warren County,80,Warren County High School,HS,,Subgroups,1.75,0.5,3.5,3.333333333,3.333333333,0.25
890,Warren County,80,Warren County High School,HS,0,Super Subgroup,1,0,,,3,
890,Warren County,80,Warren County High School,HS,0,White,3,0,4,4,3,
890,Warren County,85,West Elementary,K8,0,All Students,2,2,2,,,4
890,Warren County,85,West Elementary,K8,0,American Indian or Alaska Native,,,,,,
890,Warren County,85,West Elementary,K8,0,Asian,,,,,,
890,Warren County,85,West Elementary,K8,0,Black or African American,,2,3,,,
890,Warren County,85,West Elementary,K8,0,Black/Hispanic/Native American,2,2,3,,,4
890,Warren County,85,West Elementary,K8,0,Economically Disadvantaged,2,3,2,,,4
890,Warren County,85,West Elementary,K8,0,English Learners with Transitional 1-4,4,3,4,,,4
890,Warren County,85,West Elementary,K8,0,Hispanic,3,2,3,,,4
890,Warren County,85,West Elementary,K8,0,Students with Disabilities,,2,4,,,
890,Warren County,85,West Elementary,K8,,Subgroups,2.666666667,2.5,3.25,,,4
890,Warren County,85,West Elementary,K8,0,Super Subgroup,2,3,,,,
890,Warren County,85,West Elementary,K8,0,White,2,2,2,,,
900,Washington County,25,Boones Creek Elementary,K8,0,All Students,3,2,1,,,
900,Washington County,25,Boones Creek Elementary,K8,0,Black or African American,,,,,,
900,Washington County,25,Boones Creek Elementary,K8,0,Black/Hispanic/Native American,,,,,,
900,Washington County,25,Boones Creek Elementary,K8,0,Economically Disadvantaged,2,2,2,,,
900,Washington County,25,Boones Creek Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,25,Boones Creek Elementary,K8,0,Hispanic,,,,,,
900,Washington County,25,Boones Creek Elementary,K8,0,Students with Disabilities,1,3,2,,,
900,Washington County,25,Boones Creek Elementary,K8,,Subgroups,1.5,2.5,2,,,
900,Washington County,25,Boones Creek Elementary,K8,0,Super Subgroup,2,2,,,,
900,Washington County,25,Boones Creek Elementary,K8,0,White,3,2,1,,,
900,Washington County,30,Boones Creek Middle School,K8,0,All Students,4,3,1,,,
900,Washington County,30,Boones Creek Middle School,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,30,Boones Creek Middle School,K8,0,Asian,,,,,,
900,Washington County,30,Boones Creek Middle School,K8,0,Black or African American,,,,,,
900,Washington County,30,Boones Creek Middle School,K8,0,Black/Hispanic/Native American,,2,4,,,
900,Washington County,30,Boones Creek Middle School,K8,0,Economically Disadvantaged,3,3,0,,,
900,Washington County,30,Boones Creek Middle School,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,30,Boones Creek Middle School,K8,0,Hispanic,,3,,,,
900,Washington County,30,Boones Creek Middle School,K8,0,Students with Disabilities,2,3,0,,,
900,Washington County,30,Boones Creek Middle School,K8,,Subgroups,2.5,2.666666667,1.333333333,,,
900,Washington County,30,Boones Creek Middle School,K8,0,Super Subgroup,3,4,,,,
900,Washington County,30,Boones Creek Middle School,K8,0,White,4,3,1,,,
900,Washington County,37,Daniel Boone High School,HS,0,All Students,3,1,4,3,4,
900,Washington County,37,Daniel Boone High School,HS,0,American Indian or Alaska Native,,,,,,
900,Washington County,37,Daniel Boone High School,HS,0,Asian,,,,,,
900,Washington County,37,Daniel Boone High School,HS,0,Black or African American,,,,,,
900,Washington County,37,Daniel Boone High School,HS,0,Black/Hispanic/Native American,3,2,2,,,
900,Washington County,37,Daniel Boone High School,HS,0,Economically Disadvantaged,2,0,4,2,1,
900,Washington County,37,Daniel Boone High School,HS,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,37,Daniel Boone High School,HS,0,Hispanic,,,4,,,
900,Washington County,37,Daniel Boone High School,HS,0,Students with Disabilities,4,4,4,2,2,
900,Washington County,37,Daniel Boone High School,HS,,Subgroups,3,2,3.333333333,2,1.5,
900,Washington County,37,Daniel Boone High School,HS,0,Super Subgroup,3,1,,,1,
900,Washington County,37,Daniel Boone High School,HS,0,White,3,1,4,3,4,
900,Washington County,38,David Crockett High School,HS,0,All Students,3,3,4,4,3,
900,Washington County,38,David Crockett High School,HS,0,American Indian or Alaska Native,,,,,,
900,Washington County,38,David Crockett High School,HS,0,Asian,,,,,,
900,Washington County,38,David Crockett High School,HS,0,Black or African American,,2,4,,,
900,Washington County,38,David Crockett High School,HS,0,Black/Hispanic/Native American,3,2,2,,,
900,Washington County,38,David Crockett High School,HS,0,Economically Disadvantaged,3,1,4,2,2,
900,Washington County,38,David Crockett High School,HS,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,38,David Crockett High School,HS,0,Hispanic,,,2,,,
900,Washington County,38,David Crockett High School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
900,Washington County,38,David Crockett High School,HS,0,Students with Disabilities,1,0,3,4,1,
900,Washington County,38,David Crockett High School,HS,,Subgroups,2.333333333,1,3,3,1.5,
900,Washington County,38,David Crockett High School,HS,0,Super Subgroup,2,0,,,2,
900,Washington County,38,David Crockett High School,HS,0,White,3,2,4,4,3,
900,Washington County,45,Fall Branch Elementary,K8,0,All Students,2,2,2,,,
900,Washington County,45,Fall Branch Elementary,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,45,Fall Branch Elementary,K8,0,Black or African American,,,,,,
900,Washington County,45,Fall Branch Elementary,K8,0,Black/Hispanic/Native American,,,,,,
900,Washington County,45,Fall Branch Elementary,K8,0,Economically Disadvantaged,2,0,2,,,
900,Washington County,45,Fall Branch Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,45,Fall Branch Elementary,K8,0,Hispanic,,,,,,
900,Washington County,45,Fall Branch Elementary,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
900,Washington County,45,Fall Branch Elementary,K8,0,Students with Disabilities,,2,2,,,
900,Washington County,45,Fall Branch Elementary,K8,,Subgroups,2,1,2,,,
900,Washington County,45,Fall Branch Elementary,K8,0,Super Subgroup,2,0,,,,
900,Washington County,45,Fall Branch Elementary,K8,0,White,2,1,2,,,
900,Washington County,50,Grandview Elementary School,K8,0,All Students,3,2,2,,,
900,Washington County,50,Grandview Elementary School,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,50,Grandview Elementary School,K8,0,Asian,,,,,,
900,Washington County,50,Grandview Elementary School,K8,0,Black or African American,,,,,,
900,Washington County,50,Grandview Elementary School,K8,0,Black/Hispanic/Native American,,,3,,,
900,Washington County,50,Grandview Elementary School,K8,0,Economically Disadvantaged,2,2,0,,,
900,Washington County,50,Grandview Elementary School,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,50,Grandview Elementary School,K8,0,Hispanic,,,,,,
900,Washington County,50,Grandview Elementary School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
900,Washington County,50,Grandview Elementary School,K8,0,Students with Disabilities,2,2,4,,,
900,Washington County,50,Grandview Elementary School,K8,,Subgroups,2,2,2.333333333,,,
900,Washington County,50,Grandview Elementary School,K8,0,Super Subgroup,1,2,,,,
900,Washington County,50,Grandview Elementary School,K8,0,White,3,2,3,,,
900,Washington County,55,Gray Elementary School,K8,0,All Students,4,4,3,,,
900,Washington County,55,Gray Elementary School,K8,0,Asian,,,,,,
900,Washington County,55,Gray Elementary School,K8,0,Black or African American,,3,,,,
900,Washington County,55,Gray Elementary School,K8,0,Black/Hispanic/Native American,,3,4,,,
900,Washington County,55,Gray Elementary School,K8,0,Economically Disadvantaged,4,4,4,,,
900,Washington County,55,Gray Elementary School,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,55,Gray Elementary School,K8,0,Hispanic,,,,,,
900,Washington County,55,Gray Elementary School,K8,0,Students with Disabilities,3,4,4,,,
900,Washington County,55,Gray Elementary School,K8,,Subgroups,3.5,3.666666667,4,,,
900,Washington County,55,Gray Elementary School,K8,0,Super Subgroup,4,4,,,,
900,Washington County,55,Gray Elementary School,K8,0,White,4,4,4,,,
900,Washington County,60,Jonesborough Elementary,K8,0,All Students,3,2,3,,,
900,Washington County,60,Jonesborough Elementary,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,60,Jonesborough Elementary,K8,0,Asian,,,,,,
900,Washington County,60,Jonesborough Elementary,K8,0,Black or African American,,,,,,
900,Washington County,60,Jonesborough Elementary,K8,0,Black/Hispanic/Native American,,2,4,,,
900,Washington County,60,Jonesborough Elementary,K8,0,Economically Disadvantaged,1,2,3,,,
900,Washington County,60,Jonesborough Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,60,Jonesborough Elementary,K8,0,Hispanic,,2,4,,,
900,Washington County,60,Jonesborough Elementary,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
900,Washington County,60,Jonesborough Elementary,K8,0,Students with Disabilities,2,2,2,,,
900,Washington County,60,Jonesborough Elementary,K8,,Subgroups,1.5,2,3,,,
900,Washington County,60,Jonesborough Elementary,K8,0,Super Subgroup,2,2,,,,
900,Washington County,60,Jonesborough Elementary,K8,0,White,3,2,4,,,
900,Washington County,65,Jonesborough Middle School,K8,0,All Students,4,4,1,,,
900,Washington County,65,Jonesborough Middle School,K8,0,Asian,,,,,,
900,Washington County,65,Jonesborough Middle School,K8,0,Black or African American,,,,,,
900,Washington County,65,Jonesborough Middle School,K8,0,Black/Hispanic/Native American,3,3,4,,,
900,Washington County,65,Jonesborough Middle School,K8,0,Economically Disadvantaged,4,4,1,,,
900,Washington County,65,Jonesborough Middle School,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,65,Jonesborough Middle School,K8,0,Hispanic,,,,,,
900,Washington County,65,Jonesborough Middle School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
900,Washington County,65,Jonesborough Middle School,K8,0,Students with Disabilities,2,4,1,,,
900,Washington County,65,Jonesborough Middle School,K8,,Subgroups,3,3.666666667,2,,,
900,Washington County,65,Jonesborough Middle School,K8,0,Super Subgroup,3,4,,,,
900,Washington County,65,Jonesborough Middle School,K8,0,White,4,4,1,,,
900,Washington County,75,Lamar Elementary,K8,0,All Students,3,3,3,,,
900,Washington County,75,Lamar Elementary,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,75,Lamar Elementary,K8,0,Asian,,,,,,
900,Washington County,75,Lamar Elementary,K8,0,Black or African American,,,,,,
900,Washington County,75,Lamar Elementary,K8,0,Black/Hispanic/Native American,,2,4,,,
900,Washington County,75,Lamar Elementary,K8,0,Economically Disadvantaged,3,3,2,,,
900,Washington County,75,Lamar Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,75,Lamar Elementary,K8,0,Hispanic,,,,,,
900,Washington County,75,Lamar Elementary,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
900,Washington County,75,Lamar Elementary,K8,0,Students with Disabilities,2,3,2,,,
900,Washington County,75,Lamar Elementary,K8,,Subgroups,2.5,2.666666667,2.666666667,,,
900,Washington County,75,Lamar Elementary,K8,0,Super Subgroup,2,3,,,,
900,Washington County,75,Lamar Elementary,K8,0,White,3,3,3,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,All Students,4,2,3,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,Asian,,,,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,Black or African American,,,,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,Black/Hispanic/Native American,,,,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,Economically Disadvantaged,3,2,2,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,Hispanic,,,,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,Students with Disabilities,1,2,2,,,
900,Washington County,80,Ridgeview Elementary School,K8,,Subgroups,2,2,2,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,Super Subgroup,2,2,,,,
900,Washington County,80,Ridgeview Elementary School,K8,0,White,4,2,3,,,
900,Washington County,90,South Central Elementary,K8,0,All Students,2,0,2,,,
900,Washington County,90,South Central Elementary,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,90,South Central Elementary,K8,0,Black or African American,,,,,,
900,Washington County,90,South Central Elementary,K8,0,Black/Hispanic/Native American,,,,,,
900,Washington County,90,South Central Elementary,K8,0,Economically Disadvantaged,1,0,3,,,
900,Washington County,90,South Central Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,90,South Central Elementary,K8,0,Hispanic,,,,,,
900,Washington County,90,South Central Elementary,K8,0,Students with Disabilities,2,2,2,,,
900,Washington County,90,South Central Elementary,K8,,Subgroups,1.5,1,2.5,,,
900,Washington County,90,South Central Elementary,K8,0,Super Subgroup,1,0,,,,
900,Washington County,90,South Central Elementary,K8,0,White,2,0,2,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,All Students,4,4,2,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,Asian,,,,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,Black or African American,,,,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,Black/Hispanic/Native American,,,,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,Economically Disadvantaged,4,2,2,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,Hispanic,,,,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,Students with Disabilities,2,2,0,,,
900,Washington County,95,Sulphur Springs Elementary,K8,,Subgroups,3,2,1,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,Super Subgroup,3,3,,,,
900,Washington County,95,Sulphur Springs Elementary,K8,0,White,4,4,2,,,
900,Washington County,105,University School,HS,0,All Students,4,2,4,4,4,
900,Washington County,105,University School,HS,0,American Indian or Alaska Native,,,,,,
900,Washington County,105,University School,HS,0,Asian,,2,4,,,
900,Washington County,105,University School,HS,0,Black or African American,,,,,,
900,Washington County,105,University School,HS,0,Black/Hispanic/Native American,,2,4,,,
900,Washington County,105,University School,HS,0,Economically Disadvantaged,,,,,,
900,Washington County,105,University School,HS,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,105,University School,HS,0,Hispanic,,,,,,
900,Washington County,105,University School,HS,0,Native Hawaiian or Other Pacific Islander,,,,,,
900,Washington County,105,University School,HS,0,Students with Disabilities,,,,,,
900,Washington County,105,University School,HS,,Subgroups,,2,4,,,
900,Washington County,105,University School,HS,0,Super Subgroup,3,2,,,,
900,Washington County,105,University School,HS,0,White,4,2,4,4,4,
900,Washington County,110,West View School,K8,0,All Students,3,4,2,,,
900,Washington County,110,West View School,K8,0,American Indian or Alaska Native,,,,,,
900,Washington County,110,West View School,K8,0,Asian,,,,,,
900,Washington County,110,West View School,K8,0,Black or African American,,,,,,
900,Washington County,110,West View School,K8,0,Black/Hispanic/Native American,,4,,,,
900,Washington County,110,West View School,K8,0,Economically Disadvantaged,4,4,4,,,
900,Washington County,110,West View School,K8,0,English Learners with Transitional 1-4,,,,,,
900,Washington County,110,West View School,K8,0,Hispanic,,,,,,
900,Washington County,110,West View School,K8,0,Students with Disabilities,2,2,4,,,
900,Washington County,110,West View School,K8,,Subgroups,3,3.333333333,4,,,
900,Washington County,110,West View School,K8,0,Super Subgroup,3,4,,,,
900,Washington County,110,West View School,K8,0,White,4,4,2,,,
901,Johnson City,7,Cherokee Elementary,K8,0,All Students,4,4,4,,,4
901,Johnson City,7,Cherokee Elementary,K8,0,American Indian or Alaska Native,,,,,,
901,Johnson City,7,Cherokee Elementary,K8,0,Asian,,,,,,
901,Johnson City,7,Cherokee Elementary,K8,0,Black or African American,,4,4,,,
901,Johnson City,7,Cherokee Elementary,K8,0,Black/Hispanic/Native American,4,4,4,,,4
901,Johnson City,7,Cherokee Elementary,K8,0,Economically Disadvantaged,3,4,4,,,
901,Johnson City,7,Cherokee Elementary,K8,0,English Learners with Transitional 1-4,,4,4,,,4
901,Johnson City,7,Cherokee Elementary,K8,0,Hispanic,,4,4,,,4
901,Johnson City,7,Cherokee Elementary,K8,0,Students with Disabilities,,2,4,,,
901,Johnson City,7,Cherokee Elementary,K8,,Subgroups,3.5,3.5,4,,,4
901,Johnson City,7,Cherokee Elementary,K8,0,Super Subgroup,3,4,,,,
901,Johnson City,7,Cherokee Elementary,K8,0,White,4,3,4,,,
901,Johnson City,15,Fairmont Elementary,K8,0,All Students,4,0,4,,,4
901,Johnson City,15,Fairmont Elementary,K8,0,Asian,,,,,,
901,Johnson City,15,Fairmont Elementary,K8,0,Black or African American,,2,4,,,
901,Johnson City,15,Fairmont Elementary,K8,0,Black/Hispanic/Native American,4,1,4,,,4
901,Johnson City,15,Fairmont Elementary,K8,0,Economically Disadvantaged,4,2,2,,,
901,Johnson City,15,Fairmont Elementary,K8,0,English Learners with Transitional 1-4,,1,,,,4
901,Johnson City,15,Fairmont Elementary,K8,0,Hispanic,,1,3,,,
901,Johnson City,15,Fairmont Elementary,K8,0,Students with Disabilities,3,2,4,,,
901,Johnson City,15,Fairmont Elementary,K8,,Subgroups,3.666666667,1.5,3.333333333,,,4
901,Johnson City,15,Fairmont Elementary,K8,0,Super Subgroup,4,1,,,,
901,Johnson City,15,Fairmont Elementary,K8,0,White,4,1,4,,,
901,Johnson City,16,Indian Trail Intermediate School,K8,0,All Students,4,0,4,,,0
901,Johnson City,16,Indian Trail Intermediate School,K8,0,American Indian or Alaska Native,,,,,,
901,Johnson City,16,Indian Trail Intermediate School,K8,0,Asian,4,3,4,,,
901,Johnson City,16,Indian Trail Intermediate School,K8,0,Black or African American,3,1,4,,,
901,Johnson City,16,Indian Trail Intermediate School,K8,0,Black/Hispanic/Native American,3,1,4,,,0
901,Johnson City,16,Indian Trail Intermediate School,K8,0,Economically Disadvantaged,3,1,2,,,0
901,Johnson City,16,Indian Trail Intermediate School,K8,0,English Learners with Transitional 1-4,4,2,4,,,0
901,Johnson City,16,Indian Trail Intermediate School,K8,0,Hispanic,3,2,3,,,0
901,Johnson City,16,Indian Trail Intermediate School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
901,Johnson City,16,Indian Trail Intermediate School,K8,0,Students with Disabilities,2,0,2,,,0
901,Johnson City,16,Indian Trail Intermediate School,K8,,Subgroups,3,1,3,,,0
901,Johnson City,16,Indian Trail Intermediate School,K8,0,Super Subgroup,3,1,,,,
901,Johnson City,16,Indian Trail Intermediate School,K8,0,White,4,0,4,,,
901,Johnson City,18,Lake Ridge Elementary,K8,0,All Students,4,4,4,,,4
901,Johnson City,18,Lake Ridge Elementary,K8,0,American Indian or Alaska Native,,,,,,
901,Johnson City,18,Lake Ridge Elementary,K8,0,Asian,,3,4,,,
901,Johnson City,18,Lake Ridge Elementary,K8,0,Black or African American,,,,,,
901,Johnson City,18,Lake Ridge Elementary,K8,0,Black/Hispanic/Native American,,2,4,,,4
901,Johnson City,18,Lake Ridge Elementary,K8,0,Economically Disadvantaged,3,3,2,,,4
901,Johnson City,18,Lake Ridge Elementary,K8,0,English Learners with Transitional 1-4,,2,,,,4
901,Johnson City,18,Lake Ridge Elementary,K8,0,Hispanic,,2,4,,,4
901,Johnson City,18,Lake Ridge Elementary,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
901,Johnson City,18,Lake Ridge Elementary,K8,0,Students with Disabilities,,4,1,,,
901,Johnson City,18,Lake Ridge Elementary,K8,,Subgroups,3,2.75,2.333333333,,,4
901,Johnson City,18,Lake Ridge Elementary,K8,0,Super Subgroup,4,4,,,,
901,Johnson City,18,Lake Ridge Elementary,K8,0,White,4,4,4,,,
901,Johnson City,20,Woodland Elementary,K8,0,All Students,4,4,3,,,4
901,Johnson City,20,Woodland Elementary,K8,0,American Indian or Alaska Native,,,,,,
901,Johnson City,20,Woodland Elementary,K8,0,Asian,,,,,,
901,Johnson City,20,Woodland Elementary,K8,0,Black or African American,,3,4,,,
901,Johnson City,20,Woodland Elementary,K8,0,Black/Hispanic/Native American,4,3,4,,,4
901,Johnson City,20,Woodland Elementary,K8,0,Economically Disadvantaged,2,2,4,,,
901,Johnson City,20,Woodland Elementary,K8,0,English Learners with Transitional 1-4,,2,4,,,4
901,Johnson City,20,Woodland Elementary,K8,0,Hispanic,,3,4,,,4
901,Johnson City,20,Woodland Elementary,K8,0,Students with Disabilities,,2,4,,,
901,Johnson City,20,Woodland Elementary,K8,,Subgroups,3,2.25,4,,,4
901,Johnson City,20,Woodland Elementary,K8,0,Super Subgroup,3,3,,,,
901,Johnson City,20,Woodland Elementary,K8,0,White,4,2,3,,,
901,Johnson City,35,Liberty Bell Middle School,K8,0,All Students,4,4,1,,,1
901,Johnson City,35,Liberty Bell Middle School,K8,0,American Indian or Alaska Native,,,,,,
901,Johnson City,35,Liberty Bell Middle School,K8,0,Asian,4,3,3,,,
901,Johnson City,35,Liberty Bell Middle School,K8,0,Black or African American,3,2,3,,,
901,Johnson City,35,Liberty Bell Middle School,K8,0,Black/Hispanic/Native American,3,3,2,,,1
901,Johnson City,35,Liberty Bell Middle School,K8,0,Economically Disadvantaged,2,2,2,,,1
901,Johnson City,35,Liberty Bell Middle School,K8,0,English Learners with Transitional 1-4,1,4,0,,,1
901,Johnson City,35,Liberty Bell Middle School,K8,0,Hispanic,2,4,1,,,0
901,Johnson City,35,Liberty Bell Middle School,K8,0,Native Hawaiian or Other Pacific Islander,,,,,,
901,Johnson City,35,Liberty Bell Middle School,K8,0,Students with Disabilities,2,2,0,,,0
901,Johnson City,35,Liberty Bell Middle School,K8,,Subgroups,2,2.75,1,,,0.75
901,Johnson City,35,Liberty Bell Middle School,K8,0,Super Subgroup,2,2,,,,
901,Johnson City,35,Liberty Bell Middle School,K8,0,White,4,2,3,,,
901,Johnson City,37,Mountain View Elementary,K8,0,All Students,2,4,4,,,4
901,Johnson City,37,Mountain View Elementary,K8,0,American Indian or Alaska Native,,,,,,
