stop,route,location,lat,lng
JEFFERSON ST & 9TH AVE N WB,MUSIC CITY BLUE CIRCUIT,"(36.173126, -86.792339)",36.173126,-86.792339
ELM HILL PK & ERMAC DR WB,AIRPORT - DOWNTOWN HOTELS,"(36.153395, -86.687213)",36.153395,-86.687213
THOMPSON LN & SELENA DR EB,THOMPSON CONNECTOR,"(36.109606, -86.732269)",36.109606,-86.732269
ANDERSON RD & NAUTILUS RD SB,ANTIOCH EXPRESS,"(36.084241, -86.605806)",36.084241,-86.605806
LAGRANGE DR & SNELL BLVD WB,BORDEAUX,"(36.180123, -86.83861)",36.180123,-86.83861
APACHE TL & CATAWBA CT NB,TUSCULUM - McMURRAY EXPRESS,"(36.060562, -86.681068)",36.060562,-86.681068
RICHARD JONES RD & HILLSBORO PIKE E,BELMONT,"(36.10453, -86.812308)",36.10453,-86.812308
44TH AVE & WALTER S DAVIS BLVD SB,HERMAN,"(36.162389, -86.840223)",36.162389,-86.840223
MCGAVOCK PIKE & PENNINGTON RD NB,OPRY MILLS,"(36.215813, -86.68894)",36.215813,-86.68894
HWY 70 & OLD HICKORY BLVD WB,WEST END - BELLEVUE,"(36.07487, -86.919841)",36.07487,-86.919841
21ST AVE S & WOODLAWN DR SB,HILLSBORO,"(36.125424, -86.805563)",36.125424,-86.805563
MURFREESBORO PIKE & DOVER GLEN DR N,MURFREESBORO PIKE,"(36.07715, -86.641295)",36.07715,-86.641295
GALLATIN PIKE & NORVEL AVE NB,GALLATIN PIKE,"(36.217802, -86.728315)",36.217802,-86.728315
ANDREW JACKSON & RACHELS VIEW SB,LEBANON PIKE,"(36.203518, -86.606854)",36.203518,-86.606854
DICKERSON PIKE & EWING DR SB,DICKERSON ROAD,"(36.228768, -86.759462)",36.228768,-86.759462
SHACKLEFORD RD & ORIOLE PL WB,BELMONT,"(36.101859, -86.807283)",36.101859,-86.807283
BELL RD & CEDAR POINT PKWY WB,HICKORY HOLLOW-LENOX EXPRESS,"(36.04495, -86.667717)",36.04495,-86.667717
4TH AVE N & CHURCH ST SB,LEBANON PIKE,"(36.163796, -86.779079)",36.163796,-86.779079
WEST END AVE & I-440 RAMP EB,WEST END - WHITE BRIDGE,"(36.138294, -86.82002)",36.138294,-86.82002
GREAT CIRCLE RD & MAINSTREAM DR EB,METROCENTER,"(36.199929, -86.803611)",36.199929,-86.803611
OLD HICKORY BLVD & CENTER ST SB,OLD HICKORY,"(36.225345, -86.625645)",36.225345,-86.625645
HERMAN ST & 16TH AVE N WB,HERMAN,"(36.165526, -86.800157)",36.165526,-86.800157
PRIEST LAKE DR & WOODBRIDGE DR NB,ANTIOCH EXPRESS,"(36.092546, -86.609649)",36.092546,-86.609649
WEDGEWOOD AVE & 17TH AVE WB,UNIVERSITY CONNECTOR,"(36.136739, -86.795441)",36.136739,-86.795441
DOUGLAS AVE & LISCHEY AVE EB,MERIDIAN,"(36.193634, -86.763715)",36.193634,-86.763715
MCFERRIN AVE & EASTLAND AVE SB,McFERRIN,"(36.184126, -86.754613)",36.184126,-86.754613
NOLENSVILLE PK & COTTON LN,NOLENSVILLE PK BRT LITE,"(36.071618, -86.723594)",36.071618,-86.723594
PEABODY STATION INBOUND,MURFREESBORO PIKE,"(36.156464, -86.771599)",36.156464,-86.771599
MERIDIAN ST & N 2ND ST WB,MERIDIAN,"(36.178944, -86.771204)",36.178944,-86.771204
DR DB TODD JR BLVD & CHARLOTTE AVE SB,CHARLOTTE,"(36.158142, -86.800279)",36.158142,-86.800279
MURFREESBORO PIKE & SHIAWAY DR SB,MURFREESBORO PIKE,"(36.080171, -86.645483)",36.080171,-86.645483
LEBANON PIKE & JACKSON DOWNS BLVD E,LEBANON PIKE,"(36.18533, -86.636017)",36.18533,-86.636017
ARTHUR AVE & JANE ST NB,ST. CECILIA - CUMBERLAND,"(36.178366, -86.802202)",36.178366,-86.802202
21ST AVE S & BELCOURT AVE NB,HILLSBORO,"(36.13681, -86.800801)",36.13681,-86.800801
5TH AVE & MCC PLAZA NB,MUSIC CITY BLUE CIRCUIT,"(36.166765, -86.782388)",36.166765,-86.782388
HERMITAGE AVE & KEITH ST EB,LEBANON PIKE,"(36.15332, -86.751144)",36.15332,-86.751144
WHARF AVE & LAFAYETTE ST NB,MIDTOWN,"(36.149009, -86.762358)",36.149009,-86.762358
23RD AVE N & SEIFRIED ST SB,BORDEAUX,"(36.182177, -86.814445)",36.182177,-86.814445
BROADMOOR DR & DICKERSON PIKE EB,HICKORY HILLS,"(36.229304, -86.758968)",36.229304,-86.758968
DICKERSON RD WAL MART,DICKERSON ROAD,"(36.244635, -86.760445)",36.244635,-86.760445
WALMART STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.082032, -86.726914)",36.082032,-86.726914
CHARLOTTE AVE & 39TH AVE N EB,CHARLOTTE,"(36.152461, -86.832264)",36.152461,-86.832264
HIGHLAND VIEW DR & JUNEAU DR WB,OLD HICKORY,"(36.207121, -86.606546)",36.207121,-86.606546
SCOTT AVE & CAHAL AVE SB,SCOTT,"(36.195777, -86.732697)",36.195777,-86.732697
MURFREESBORO PIKE & DELL PKWY EB,MURFREESBORO PIKE,"(36.107739, -86.677328)",36.107739,-86.677328
25TH AVE N & FINLAND ST NB,ST. CECILIA - CUMBERLAND,"(36.17705, -86.816405)",36.17705,-86.816405
WEST END AVE & 18TH AVE S EB,WEST END - WHITE BRIDGE,"(36.152868, -86.796184)",36.152868,-86.796184
CLIFTON AVE & 34TH AVE N EB,HERMAN,"(36.158492, -86.827075)",36.158492,-86.827075
N HYDES FERRY RD & ELIZABETH RD WB,BORDEAUX,"(36.195115, -86.838149)",36.195115,-86.838149
THOMPSON PL & CATINA DR EB,THOMPSON CONNECTOR,"(36.127213, -86.704016)",36.127213,-86.704016
BELMONT BLVD & GLEN ECHO RD NB,BELMONT,"(36.10712, -86.800693)",36.10712,-86.800693
ROSA PARKS & CHEATHAM PL SB,ST. CECILIA - CUMBERLAND,"(36.177974, -86.794685)",36.177974,-86.794685
MORROW RD & ILLINOIS AVE SB,HERMAN,"(36.157518, -86.853558)",36.157518,-86.853558
BELL RD & PLEASANT HILL RD NB,ANTIOCH EXPRESS,"(36.124345, -86.630239)",36.124345,-86.630239
GRANNY WHITE PIKE & NOELTON AVE SB,12TH AVENUE SOUTH,"(36.112987, -86.792433)",36.112987,-86.792433
HAYNES PARK DR & CHARLES CT NB,BORDEAUX,"(36.213417, -86.833893)",36.213417,-86.833893
NOLENSVILLE PIKE & MCMURRAY DR NB,NOLENSVILLE PK BRT LITE,"(36.06107, -86.716444)",36.06107,-86.716444
MUSIC CITY CENTRAL 4TH - BAY 16,GALLATIN PK BRT LITE,"(36.166358, -86.781468)",36.166358,-86.781468
OLD HICKORY BLVD & SUMMIT OAKS DR SB,BELLEVUE EXPRESS,"(36.081228, -86.919125)",36.081228,-86.919125
DR DB TODD BLVD & JEFFERSON ST SB,UNIVERSITY CONNECTOR,"(36.169525, -86.806687)",36.169525,-86.806687
BAUGH RD & COLICE JEANE RD WB,WEST END - BELLEVUE,"(36.069379, -86.934023)",36.069379,-86.934023
BAPTIST WORLD CENTER DR & LOCK DR SB,WHITES CREEK,"(36.199003, -86.784718)",36.199003,-86.784718
DICKERSON PIKE & OLDHICKORY BLVD NB,HICKORY HILLS,"(36.268955, -86.75581)",36.268955,-86.75581
COUNTY HOSPITAL RD & HYES FERRY RD,BORDEAUX,"(36.187591, -86.839847)",36.187591,-86.839847
NEILL AVE & MAIN ST NB,McFERRIN,"(36.176337, -86.757799)",36.176337,-86.757799
NASHBORO BLVD & VILLAGE GREEN DR EB,ANTIOCH EXPRESS,"(36.089328, -86.633862)",36.089328,-86.633862
GALLATIN PIKE & MADISON ST SB,GALLATIN PIKE,"(36.259304, -86.713323)",36.259304,-86.713323
OLD HICKORY BLVD & HICKORY INDUSTRIAL DR SB,OLD HICKORY,"(36.265524, -86.664425)",36.265524,-86.664425
CHURCH ST & 20TH AVE N EB,CHARLOTTE,"(36.153302, -86.800917)",36.153302,-86.800917
DEMONBREUN ST & 7 TH AVE WB,AIRPORT - DOWNTOWN HOTELS,"(36.157455, -86.779607)",36.157455,-86.779607
OLD HICKORY BLVD & GIBSON DR EB,MADISON EXPRESS,"(36.263554, -86.717419)",36.263554,-86.717419
MCGAVOCK PIKE & GENEIVA DR EB,SCOTT,"(36.205603, -86.722342)",36.205603,-86.722342
WHARF AVE & PERKINS ST SB,MIDTOWN,"(36.147399, -86.762785)",36.147399,-86.762785
EDGEHILL AVE & 8TH AVE S EB,MIDTOWN,"(36.141686, -86.779025)",36.141686,-86.779025
CHEYENNE BLVD & HIDDEN ACRES APTS NB,MADISON CONNECTOR,"(36.256277, -86.674733)",36.256277,-86.674733
BLAKEMORE AVE & 24TH AVE S WB,UNIVERSITY CONNECTOR,"(36.138104, -86.805545)",36.138104,-86.805545
BROADWAY AVE & DIVISION ST SB,HILLSBORO,"(36.148549, -86.799131)",36.148549,-86.799131
N 14TH ST & STRATTON AVE NB,SCOTT,"(36.182183, -86.745026)",36.182183,-86.745026
28TH/31ST AVE CONNECTOR STATION OUTBOUND,CHARLOTTE,"(36.154039, -86.818055)",36.154039,-86.818055
FOSTER STATION INBOUND,MURFREESBORO PIKE,"(36.141554, -86.740261)",36.141554,-86.740261
TUCKER RD & HUMMINGBIRD DR NB,WHITES CREEK,"(36.218152, -86.826347)",36.218152,-86.826347
TUCKER RD & W HAMILTON RD NB,BORDEAUX,"(36.213219, -86.825479)",36.213219,-86.825479
MYATT STATION INBOUND,GALLATIN PIKE,"(36.295703, -86.700551)",36.295703,-86.700551
MURFREESBORO PIKE & FESSLERS LN WB,MURFREESBORO PIKE,"(36.143267, -86.745293)",36.143267,-86.745293
LEBANON PIKE & DONELSON PIKE EB,LEBANON PIKE,"(36.166944, -86.661052)",36.166944,-86.661052
BRICK CHURCH PIKE & WEAKLEY AVE SB,GOLDEN VALLEY,"(36.198181, -86.777035)",36.198181,-86.777035
NOLENSVILLE PIKE & FLORA MAXWELL RD,NOLENSVILLE PK BRT LITE,"(36.075055, -86.725073)",36.075055,-86.725073
18TH AVE N & KELLOW ST NB,ST. CECILIA - CUMBERLAND,"(36.189829, -86.812158)",36.189829,-86.812158
NOLENSVILLE PIKE & OCALA DR SB,NOLENSVILLE PK BRT LITE,"(36.05165, -86.71458)",36.05165,-86.71458
HARDING PL & OVERCREST DR WB,GRASSMERE-EDMONDSON CONNECTOR,"(36.077232, -86.734043)",36.077232,-86.734043
EASTLAND AVE & SCOTT AVE WB,SHELBY,"(36.182596, -86.734586)",36.182596,-86.734586
DICKERSON PIKE & DONALD ST NB,DICKERSON ROAD,"(36.211635, -86.765136)",36.211635,-86.765136
JOHN A MERRITT BLVD & 32ND AVE N EB,UNIVERSITY CONNECTOR,"(36.167458, -86.824578)",36.167458,-86.824578
MURFREESBORO PIKE & HARDING PL EB,MURFREESBORO PIKE,"(36.097976, -86.658563)",36.097976,-86.658563
ANDERSON RD & TOWNE VILLAGE RD SB,ANTIOCH EXPRESS,"(36.073029, -86.609506)",36.073029,-86.609506
CHARLOTTE AVE & BALMY AVE EB,CHARLOTTE,"(36.148247, -86.867101)",36.148247,-86.867101
GALLATIN PIKE & GREENWOOD AVE NB,GALLATIN PIKE,"(36.190647, -86.745313)",36.190647,-86.745313
21ST AVE S & GRAND AVE SB,MIDTOWN,"(36.147311, -86.799491)",36.147311,-86.799491
WALLACE RD & WILLARD DR EB,NOLENSVILLE PK BRT LITE,"(36.079914, -86.703587)",36.079914,-86.703587
FORTNEGLEY BLVD & CHESTNUT ST NB,100 OAKS,"(36.142079, -86.775739)",36.142079,-86.775739
BROADMOOR DR & HILLSIDE RD WB,HICKORY HILLS,"(36.229482, -86.7578)",36.229482,-86.7578
CHICKASAW AVE & JONES AVE EB,McFERRIN,"(36.201044, -86.758292)",36.201044,-86.758292
PICCADILLY ROW & PICCADILLY SAC SB,ANTIOCH EXPRESS,"(36.07929, -86.664135)",36.07929,-86.664135
HARDING PL & WAUFORD DR EB,GRASSMERE-EDMONDSON CONNECTOR,"(36.079693, -86.748462)",36.079693,-86.748462
MURFREESBORO PIKE & ENON SPRINGS RD,MURFREESBORO RELAX & RIDE,"(35.975866, -86.513386)",35.975866,-86.513386
SHERIDAN RD & HAYDEN DR WB,SHELBY,"(36.193116, -86.71471)",36.193116,-86.71471
ELM HILL PIKE & APPLETON DR NB,AIRPORT - DOWNTOWN HOTELS,"(36.14883, -86.703435)",36.14883,-86.703435
POWELL AVE & POWELL PL SB,100 OAKS,"(36.108423, -86.765856)",36.108423,-86.765856
VILLAGE TRL & BRICK CHURCH PIKE EB,DICKERSON ROAD,"(36.247281, -86.777429)",36.247281,-86.777429
DICKERSON PIKE & PINE RIDGE DR NB,DICKERSON ROAD,"(36.221296, -86.761766)",36.221296,-86.761766
MURFREESBORO PIKE & PINEWAY DR WB,MURFREESBORO PIKE,"(36.11544, -86.694755)",36.11544,-86.694755
ELM HILL PIKE & ARLINGTON AVE WB,AIRPORT - DOWNTOWN HOTELS,"(36.143788, -86.733277)",36.143788,-86.733277
PORTER RD & CARTER AVE NB,SHELBY,"(36.189552, -86.728684)",36.189552,-86.728684
WEST END AVE & BOWLING AVE WB,WEST END - WHITE BRIDGE,"(36.134732, -86.82502)",36.134732,-86.82502
3RD AVE N & JACKSON ST NB,METROCENTER,"(36.173849, -86.783914)",36.173849,-86.783914
HARDING PIKE & POST RD SB,WEST END - BELLEVUE,"(36.104123, -86.869403)",36.104123,-86.869403
HWY 70 S & OLD HICKORY BLVD EB,WEST END - BELLEVUE,"(36.07461, -86.92007)",36.07461,-86.92007
DR DB TODD JR BLVD & JO JOHNSTON AV,MIDTOWN,"(36.160663, -86.802047)",36.160663,-86.802047
WHITE BRIDGE PIKE & BROOKWOOD PL SB,WEST END - WHITE BRIDGE,"(36.132243, -86.857816)",36.132243,-86.857816
OLD HICKORY BLVD & HERITAGE DR WB,MADISON EXPRESS,"(36.264179, -86.723925)",36.264179,-86.723925
GALLATIN PIKE & SOLLEY DR SB,GALLATIN PIKE,"(36.231352, -86.725061)",36.231352,-86.725061
MUSIC CITY CENTRAL 4TH - BAY 13,100 OAKS,"(36.16642, -86.781199)",36.16642,-86.781199
MCMURRAY DR & AMALIE DR EB,TUSCULUM - McMURRAY EXPRESS,"(36.054466, -86.725444)",36.054466,-86.725444
BELMONT BLVD & LINDEN AVE NB,BELMONT,"(36.127805, -86.794299)",36.127805,-86.794299
MERIDIAN ST & ARRINGTON ST NB,MERIDIAN,"(36.184783, -86.768292)",36.184783,-86.768292
HARDING PIKE & HARDING PL EB,WEST END - BELLEVUE,"(36.101951, -86.870292)",36.101951,-86.870292
WHITE BRIDGE PIKE & VINERIDGE DR NB,WEST END - WHITE BRIDGE,"(36.135293, -86.858198)",36.135293,-86.858198
BROADWAY AVE & 10TH AVE N WB,WEST END - WHITE BRIDGE,"(36.157771, -86.785046)",36.157771,-86.785046
WOODLAND ST & MCFERRIN AVE EB,SCOTT,"(36.175676, -86.754666)",36.175676,-86.754666
HIGHLAND VIEW DR & MCKENDREE DR EB,OLD HICKORY,"(36.20743, -86.61035)",36.20743,-86.61035
BRICKMONT DR & BRICKMONT CT WB,DICKERSON ROAD,"(36.246422, -86.771292)",36.246422,-86.771292
NASHBORO BLVD & MURFREESBORO PK WB,ANTIOCH EXPRESS,"(36.087996, -86.64692)",36.087996,-86.64692
CHARLOTTE PIKE & OLD CHARLOTTE PIKE,CHARLOTTE,"(36.133262, -86.891825)",36.133262,-86.891825
LEBANON PIKE & HIGHLAND VIEW DR SB,LEBANON PIKE,"(36.207966, -86.611594)",36.207966,-86.611594
N DICKERSON PIKE & CLEVELAND ST NB,WHITES CREEK,"(36.187073, -86.773344)",36.187073,-86.773344
N 1ST ST & OLDHAM ST NB,WHITES CREEK,"(36.173965, -86.773974)",36.173965,-86.773974
8TH AVE S & BROADWAY AVE SB,MURFREESBORO EXPRESS,"(36.158455, -86.781861)",36.158455,-86.781861
EDMONDSON PK & DURRETT DR SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.069958, -86.73523)",36.069958,-86.73523
BRANSFORD AVE & LIGON DR SB,100 OAKS,"(36.121755, -86.765561)",36.121755,-86.765561
10TH AVE S & WALDKIRCH AVE SB,12TH AVENUE SOUTH,"(36.126587, -86.786317)",36.126587,-86.786317
DICKERSON PK & LORRAINE AVE SB,DICKERSON ROAD,"(36.217766, -86.763171)",36.217766,-86.763171
BRICK CHURCH PIKE & TRINITY LN NB,GOLDEN VALLEY,"(36.205279, -86.77791)",36.205279,-86.77791
PEACHTREE STATION OUTBOUND,NOLENSVILLE PK BRT LITE,"(36.119677, -86.749685)",36.119677,-86.749685
TROUSDALE DR & TIMBER HILL DR NB,GRASSMERE-EDMONDSON CONNECTOR,"(36.08358, -86.757211)",36.08358,-86.757211
WARROR RD & CHEYENNE BLVD EB,MADISON CONNECTOR,"(36.258993, -86.678777)",36.258993,-86.678777
SHERATON 4 POINTS HOTEL,TUSCULUM - McMURRAY EXPRESS,"(36.042893, -86.776902)",36.042893,-86.776902
7TH AVE & COMMERCE ST SB,100 OAKS,"(36.160875, -86.781861)",36.160875,-86.781861
LISCHEY AVE & DOUGLAS AVE NB,MERIDIAN,"(36.195506, -86.762886)",36.195506,-86.762886
BELMONT BLVD & BEECHWOOD AVE SB,BELMONT,"(36.126072, -86.794062)",36.126072,-86.794062
GRANNY WHITE PIKE & BATTLEFIELD DR,12TH AVENUE SOUTH,"(36.115166, -86.79194)",36.115166,-86.79194
CREEKWOOD & PARK CREEK DR NB,DICKERSON ROAD,"(36.23372, -86.768351)",36.23372,-86.768351
S GALLATIN PIKE & BROADMOOR DR NB,GALLATIN PIKE,"(36.22909, -86.724958)",36.22909,-86.724958
PRIEST LAKE DR & ANDERSON LN EB,ANTIOCH EXPRESS,"(36.102549, -86.604105)",36.102549,-86.604105
DEMONBREUN ST & 8 TH AVE WB,MUSIC CITY GREEN CIRCUIT,"(36.156955, -86.78074)",36.156955,-86.78074
COLEMAN RECREATION CENTER,THOMPSON CONNECTOR,"(36.11191, -86.743385)",36.11191,-86.743385
HILLSBORO HIGH SCHOOL,HILLSBORO,"(36.107939, -86.812474)",36.107939,-86.812474
RIVERSIDE DR & KIRKLAND AVE SB,SHELBY,"(36.207496, -86.723093)",36.207496,-86.723093
MAGNOLIA BLVD & WEDGEWOOD AVE NB,BELMONT,"(36.135908, -86.796114)",36.135908,-86.796114
8TH AVE S & DIVISION ST SB,BELMONT,"(36.150067, -86.779301)",36.150067,-86.779301
BELL RD & HICKORY HOLLOW TER. WB,MURFREESBORO PIKE,"(36.05124, -86.646236)",36.05124,-86.646236
HWY 70 S & COLEY DAVIS RD EB,WEST END - BELLEVUE,"(36.0789, -86.952421)",36.0789,-86.952421
SHELBY AVE & S 11TH ST EB,SHELBY,"(36.171202, -86.750954)",36.171202,-86.750954
S 16TH ST & HOLLY ST NB,SHELBY,"(36.175431, -86.742078)",36.175431,-86.742078
GRASSMERE PARK & KEYSTONE AUTOMOTIVE SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.087096, -86.748705)",36.087096,-86.748705
BART DR & OLIVIA DR EB,TUSCULUM - McMURRAY EXPRESS,"(36.057525, -86.690941)",36.057525,-86.690941
LEBANON PIKE & SPRING PLACE DR SB,LEBANON PIKE,"(36.174309, -86.647406)",36.174309,-86.647406
LEBANON PIKE & BRILEY PKWY EB,LEBANON PIKE,"(36.168582, -86.685922)",36.168582,-86.685922
4TH AVE & MCC PLAZA,OLD HICKORY,"(36.167286, -86.781334)",36.167286,-86.781334
WEST END AVE & 29TH AVE S EB,WEST END - WHITE BRIDGE,"(36.144317, -86.813385)",36.144317,-86.813385
MAINSTREAM DR & FREELAND STN RD EB,METROCENTER,"(36.197712, -86.816728)",36.197712,-86.816728
JEFFERSON ST & 27TH AVE WB,UNIVERSITY CONNECTOR,"(36.167987, -86.818532)",36.167987,-86.818532
MAY DR & N. DUPONT AVE SB,MADISON CONNECTOR,"(36.267449, -86.695156)",36.267449,-86.695156
BUCHANAN ST & DR D B TODD JR BLVD WB,BORDEAUX,"(36.180096, -86.810953)",36.180096,-86.810953
BELL STATION INBOUND,MURFREESBORO PIKE,"(36.072696, -86.636775)",36.072696,-86.636775
ANTIOCH STATION INBOUND,NOLENSVILLE PK BRT LITE,"(36.102326, -86.740727)",36.102326,-86.740727
31ST AVE & WELLINGTON AVE EB,UNIVERSITY CONNECTOR,"(36.139709, -86.813339)",36.139709,-86.813339
COCKRILL ST & 12TH AVE N,ST. CECILIA - CUMBERLAND,"(36.176544, -86.803166)",36.176544,-86.803166
MURFREESBORO PIKE & MT VIEW RD NB,MURFREESBORO RELAX & RIDE,"(36.054313, -86.618586)",36.054313,-86.618586
PICADILLY ROW & ORCHARD MOUNTAIN CT EB,ANTIOCH EXPRESS,"(36.082619, -86.652573)",36.082619,-86.652573
GALLATIN PIKE & EDENWOLD RD NB,GALLATIN PIKE,"(36.286442, -86.705478)",36.286442,-86.705478
51ST AVE N & ILLINOIS AVE NB,HERMAN,"(36.15788, -86.848785)",36.15788,-86.848785
DONELSON PKWY & SHACKLETT DR SB,AIRPORT - DOWNTOWN HOTELS,"(36.143629, -86.666815)",36.143629,-86.666815
FIVE POINTS STATION INBOUND,LEBANON PIKE,"(36.179675, -86.750244)",36.179675,-86.750244
JEFFERSON ST & 16TH AVE N EB,MUSIC CITY BLUE CIRCUIT,"(36.170152, -86.803805)",36.170152,-86.803805
GREEN LN & KNIGHT DR WB,GOLDEN VALLEY,"(36.236813, -86.803848)",36.236813,-86.803848
PONDER PL & ATHENS WAY EB,ST. CECILIA - CUMBERLAND,"(36.191741, -86.80253)",36.191741,-86.80253
SCOTT AVE & LITTON AVE SB,SCOTT,"(36.201955, -86.732697)",36.201955,-86.732697
20TH AVE N & CHURCH ST NB,MIDTOWN,"(36.153222, -86.800614)",36.153222,-86.800614
28TH/31ST AVE CONNECTOR STATION INBOUND,CHARLOTTE,"(36.15387, -86.818414)",36.15387,-86.818414
PRESTON DR & SHERIDAN RD NB,SHELBY,"(36.193153, -86.717247)",36.193153,-86.717247
TODD PRIES DR & BELLEVUE RD EB,WEST END - BELLEVUE,"(36.068842, -86.94152)",36.068842,-86.94152
BRICKMONT CT & CHESAPEAKE DR EB,DICKERSON ROAD,"(36.246199, -86.769877)",36.246199,-86.769877
MURFREESBORO PIKE & BOROWOOD DR SB,MURFREESBORO PIKE,"(36.091319, -86.65147)",36.091319,-86.65147
MUSIC CITY CENTRAL 4TH - BAY 18,GALLATIN PIKE,"(36.166233, -86.781827)",36.166233,-86.781827
BELL RD & REELFOOT DR SB,ANTIOCH EXPRESS,"(36.136089, -86.629886)",36.136089,-86.629886
DAISY TRL & COUNTRY WAY RD WB,ANTIOCH EXPRESS,"(36.075786, -86.602485)",36.075786,-86.602485
REVELS DR & WHITES CREEK PIKE WB,WHITES CREEK,"(36.221037, -86.804929)",36.221037,-86.804929
2ND AVE N & STOCKYARD ST SB,METROCENTER,"(36.171769, -86.781367)",36.171769,-86.781367
HUNTER'S LANE HIGH SCHOOL,HICKORY HILLS,"(36.279607, -86.754053)",36.279607,-86.754053
UNION ST & 2ND AVE WB,SHELBY,"(36.166215, -86.777565)",36.166215,-86.777565
SLAYDON DR & OAKWOOD AVE EB,McFERRIN,"(36.210825, -86.753878)",36.210825,-86.753878
HARDING PL & METROPLEX DR EB,NOLENSVILLE PK BRT LITE,"(36.086689, -86.69518)",36.086689,-86.69518
OCALA DR & TUSCULUM CT EB,TUSCULUM - McMURRAY EXPRESS,"(36.050887, -86.698364)",36.050887,-86.698364
31ST AVE & NATCHEZ TRC EB,UNIVERSITY CONNECTOR,"(36.138647, -86.810871)",36.138647,-86.810871
HARDING PL & ANTIOCH PK WB,NOLENSVILLE PK BRT LITE,"(36.08729, -86.692917)",36.08729,-86.692917
21ST AVE S & PIERCE AVE SB,HILLSBORO,"(36.13998, -86.800488)",36.13998,-86.800488
MASSMAN DR & GLASTONBURY DR NB,THOMPSON CONNECTOR,"(36.133947, -86.702625)",36.133947,-86.702625
CLARKSVILLE PIKE & METROCENTER BLVD,BORDEAUX,"(36.187826, -86.821122)",36.187826,-86.821122
23RD AVE N & SEIFRIED ST NB,BORDEAUX,"(36.182274, -86.814331)",36.182274,-86.814331
BRIARVILLE RD & WORTH ST NB,MADISON EXPRESS,"(36.243538, -86.736359)",36.243538,-86.736359
LEBANON PIKE & ANDREW JACKSON PKWY,LEBANON PIKE,"(36.215056, -86.598446)",36.215056,-86.598446
EDMONDSON PK & BRIGHTON VILLAGE DR,TUSCULUM - McMURRAY EXPRESS,"(36.045072, -86.743862)",36.045072,-86.743862
BELMONT BLVD & GLEN ECHO RD SB,BELMONT,"(36.107405, -86.800794)",36.107405,-86.800794
11TH AVE & DEMONBREUN NB,12TH AVENUE SOUTH,"(36.155189, -86.785031)",36.155189,-86.785031
CHARLOTTE PIKE & OCEOLA AVE WB,CHARLOTTE,"(36.1495, -86.860861)",36.1495,-86.860861
WEST END AVE & 21ST AVE S EB,WEST END - WHITE BRIDGE,"(36.150192, -86.801522)",36.150192,-86.801522
ALBION ST & DR D B TODD JR BLVD WB,HERMAN,"(36.166186, -86.806237)",36.166186,-86.806237
CHARLOTTE AVE & ARENA AVE EB,MIDTOWN,"(36.156998, -86.803957)",36.156998,-86.803957
EDMONDSON PK & BRENTWOOD PL SB,GRASSMERE-EDMONDSON CONNECTOR,"(36.048311, -86.743759)",36.048311,-86.743759
WHITES CREEK PIKE & FRANCIS ST NB,WHITES CREEK,"(36.213771, -86.799842)",36.213771,-86.799842
GREENFIELD STATION OUTBOUND,SHELBY,"(36.209983, -86.733697)",36.209983,-86.733697
44TH AVE N & ALBION ST NB,HERMAN,"(36.162353, -86.840033)",36.162353,-86.840033
MCFERRIN AVE & DOUGLAS AVE SB,McFERRIN,"(36.193248, -86.753358)",36.193248,-86.753358
OLD HICKORY BLVD & GIBSON DR WB,MADISON EXPRESS,"(36.263744, -86.717656)",36.263744,-86.717656
RICHARDS RD & DOWDY DR WB,ANTIOCH EXPRESS,"(36.068088, -86.668903)",36.068088,-86.668903
BELL RD & PLEASANT HILL RD SB,ANTIOCH EXPRESS,"(36.124616, -86.630363)",36.124616,-86.630363
RAINS STATION OUTBOUND,NOLENSVILLE PK BRT LITE,"(36.140497, -86.763796)",36.140497,-86.763796
HERMAN ST & 25TH AVE N EB,HERMAN,"(36.162273, -86.814615)",36.162273,-86.814615
WEST END AVE & 27TH AVE S WB,WEST END - WHITE BRIDGE,"(36.145603, -86.811367)",36.145603,-86.811367
12TH AVE & LAUREL ST NB,MUSIC CITY GREEN CIRCUIT,"(36.15358, -86.785484)",36.15358,-86.785484
PORTER RD & HAYDEN DR EB,SHELBY,"(36.195696, -86.714652)",36.195696,-86.714652
DR DB TODD JR BLVD & HEIMAN ST NB,UNIVERSITY CONNECTOR,"(36.171277, -86.807315)",36.171277,-86.807315
LEALAND LN & KIRKWOOD AVE SB,12TH AVENUE SOUTH,"(36.11989, -86.787277)",36.11989,-86.787277
HARDING PL & HUMBER DR EB,NOLENSVILLE PK BRT LITE,"(36.081242, -86.714715)",36.081242,-86.714715
GRANNYWHITE PIKE & MAPLEHURST AVE N,8TH AVENUE SOUTH,"(36.104763, -86.79612)",36.104763,-86.79612
EDGEHILL AVE & 17TH AVE S EB,MIDTOWN,"(36.143454, -86.794478)",36.143454,-86.794478
OWENDALE DR & MOSSDALE DR NB,ANTIOCH EXPRESS,"(36.07801, -86.622637)",36.07801,-86.622637
CHARLOTTE AVE & 54TH AVE N EB,CHARLOTTE,"(36.15114, -86.853651)",36.15114,-86.853651
