ATV_Involved (group),Agency,Agency_Name,Display Sheet,Road_Type,Land_Use,Hour_STR,Latitude_adj,Longitude_adj,View_Dashboard,YTD_0,YTD_1,YTD_2,SUM([Injury]+[Fatality]),Item,SortBy,GIS,Parent,Crash_Desc,Route_adj,tip,Show_on_Map,Collision_Time_adj,Collision_Date_Tooltip,Tooltip_DriverAge,Collision_DOW,Tooltip_DriverFactor,Tooltip_Vehicle,Tooltip_NM,FixTotalRecs,City,Collision_Date,County,Crash_Type (group),Crash_Type,Distracted_Driver (group),Driver_Drinking (group),Driver_Drugged (group),Drowsy_Driver (group),Fatality,First_Harmfu_Event (group),Injury,LargeTruck_Involved (group),Latitude,Light_Condition (group),Longitude,MRN,Motorcycle_Involved (group),Number of Records,Other_Nonmotorist,Pedalcyclist,Pedestrian,SchoolBus,Senior (65-99) (group),Speeding_Involved (group),THPInv,THP_District,Teen (13-19) (group),Unbelted (group),Weather (group)
Null & -,BRISTOL POLICE DEPT,BRISTOL POLICE DEPT,1,Other,Urban, 6,36.588715,-82.25756,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),W STATE ST,?,1, 6:41,"Tuesday, September 17, 2019 @  6:41",None,Tuesday,Distracted Driver,None,None,1,Bristol,9/17/2019 6:41:00 AM,Sullivan,Serious Injury,Serious Injury,Distracted Driver,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.588715,Dawn,-82.25756,300570074,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,State Road,Rural,19,36.44465,-82.4592,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-36,?,1,19:20,"Wednesday, January 2, 2019 @ 19:20",None,Wednesday,"Driver Used Drug, Unbelted Occupant",Motorcycle,None,1, Not in a City,1/2/2019 7:20:00 PM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Driver has used Drugs,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.44465,Dark-Not Lighted,-82.4592,102270110,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,THP,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,SULLIVAN CO SHERIFFS DEPT,SULLIVAN CO SHERIFFS DEPT,1,Other,Rural, 1,36.531464,-82.26546,View Dashboard,1,0,0,1,Guard Rail Face,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),CARDEN HOLLOW,?,1, 1:55,"Sunday, September 22, 2019 @  1:55",None,Sunday,Unbelted Occupant,None,None,1, Not in a City,9/22/2019 1:55:00 AM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Guard Rail Face,1,Null & -,36.531464,Dark-Not Lighted,-82.26546,300570227,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,Other,Rural,20,36.5727,-82.55315,View Dashboard,1,0,0,1,Guard Rail Face,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),SHIPP SPRINGS RD,?,1,20:48,"Sunday, April 28, 2019 @ 20:48",None,Sunday,Unbelted Occupant,Motorcycle,None,1, Not in a City,4/28/2019 8:48:00 PM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Guard Rail Face,1,Null & -,36.5727,Dark-Not Lighted,-82.55315,102374882,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,THP,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,SULLIVAN CO SHERIFFS DEPT,SULLIVAN CO SHERIFFS DEPT,1,Other,Urban,20,36.583435,-82.360435,View Dashboard,1,0,0,1,Fell/Jumped From Vehicle,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),CENTRAL HEIGHTS RD,?,1,20:50,"Saturday, June 29, 2019 @ 20:50",None,Saturday,Unbelted Occupant,Large Truck,None,1,Blountville,6/29/2019 8:50:00 PM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Fell/Jumped From Vehicle,1,Large Truck Involved,36.583435,Dark-Not Lighted,-82.360435,300549627,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Interstate,Urban, 7,36.54923,-82.58195,View Dashboard,1,0,0,1,Cable Barrier,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),  I-26,?,1, 7:06,"Friday, April 19, 2019 @  7:06",None,Friday,Unbelted Occupant,None,None,1,Kingsport,4/19/2019 7:06:00 AM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Cable Barrier,1,Null & -,36.54923,Dark-Not Lighted,-82.58195,300531436,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Rain
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,Other,Rural,19,36.56669,-82.05401,View Dashboard,1,0,0,1,Embankment Earth,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),HIGHWAY 421 ,?,1,19:41,"Friday, November 1, 2019 @ 19:41",None,Friday,None,None,None,1, Not in a City,11/1/2019 7:41:00 PM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Embankment Earth,1,Null & -,36.56669,Dark-Not Lighted,-82.05401,102556873,Null & -,1,-,-,-,-,Null & -,Null & -,THP,5-Fall Branch,Null & -,Null & -,Clear
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,State Road,Rural,20,36.59017,-82.60219,View Dashboard,1,0,0,1,Embankment Earth,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-346,?,1,20:36,"Friday, April 26, 2019 @ 20:36",None,Friday,"Drunk Driver, Driver Used Drug, Unbelted Occupant",None,None,1, Not in a City,4/26/2019 8:36:00 PM,Sullivan,Serious Injury,Serious Injury,Null & -,Drinking Driver,Driver has used Drugs,Null & -,0,Embankment Earth,1,Null & -,36.59017,Dark-Not Lighted,-82.60219,102374562,Null & -,1,-,-,-,-,Null & -,Null & -,THP,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,State Road,Urban, 3,36.56148,-82.56726,View Dashboard,1,0,0,1,Utility Pole,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-36,?,1, 3:30,"Sunday, May 12, 2019 @  3:30",None,Sunday,Driver Used Drug,None,None,1,Kingsport,5/12/2019 3:30:00 AM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Driver has used Drugs,Null & -,0,Utility Pole,1,Null & -,36.56148,Dark-Lighted,-82.56726,300537699,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Null & -,Rain
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Other,Urban, 2,36.55189,-82.60067,View Dashboard,1,0,0,1,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),NETHERLAND INN RD,?,1, 2:10,"Sunday, October 6, 2019 @  2:10",None,Sunday,"Speeding, Unbelted Occupant",Motorcycle,None,1,Kingsport,10/6/2019 2:10:00 AM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Ditch,1,Null & -,36.55189,Dark-Lighted,-82.60067,300574006,Motorcyclist Involved,1,-,-,-,-,Null & -,Speeding Driver,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Other,Urban,21,36.554073,-82.5633,View Dashboard,1,0,0,7,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (7 injury/ies),CLINCHFIELD ST,?,1,21:11,"Saturday, January 26, 2019 @ 21:11",None,Saturday,None,None,None,1,Kingsport,1/26/2019 9:11:00 PM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,7,Null & -,36.554073,Dark-Lighted,-82.5633,300510975,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,State Road,Urban, 0,36.4742,-82.48864,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-36,?,1, 0:35,"Monday, October 28, 2019 @  0:35",None,Monday,Drunk Driver,None,None,1,Kingsport,10/28/2019 12:35:00 AM,Sullivan,Serious Injury,Serious Injury,Null & -,Drinking Driver,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.4742,Dark-Lighted,-82.48864,300579761,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,BRISTOL POLICE DEPT,BRISTOL POLICE DEPT,1,State Road,Urban,20,36.520905,-82.259674,View Dashboard,1,0,0,3,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (3 injury/ies), SR-34,?,1,20:18,"Monday, March 11, 2019 @ 20:18",None,Monday,None,None,None,1,Bristol,3/11/2019 8:18:00 PM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,36.520905,Dark-Lighted,-82.259674,300521723,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Other,Urban, 2,36.54935,-82.5522,View Dashboard,1,0,0,1,Concrete Traffic Barrier,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies),GIBSON MILL RD,?,1, 2:45,"Friday, September 20, 2019 @  2:45",None,Friday,None,None,None,1,Kingsport,9/20/2019 2:45:00 AM,Sullivan,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Concrete Traffic Barrier,1,Null & -,36.54935,Dark-Lighted,-82.5522,300569586,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Other,Urban,21,36.55082,-82.52539,View Dashboard,1,0,0,1,Pedestrian,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",E STONE DR,?,1,21:06,"Saturday, November 23, 2019 @ 21:06",Senior (65-99),Saturday,None,None,Pedestrian,1,Kingsport,11/23/2019 9:06:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Pedestrian,0,Null & -,36.55082,Dark-Lighted,-82.52539,300587542,Null & -,1,-,-,Pedestrian Involved,-,Senior Driver (65-99),Null & -,Other,5-Fall Branch,Null & -,Null & -,Rain
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,State Road,Urban,16,36.472027,-82.485734,View Dashboard,1,0,0,4,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 3 injury/ies)", SR-36,?,1,16:03,"Tuesday, August 6, 2019 @ 16:03",Senior (65-99),Tuesday,None,None,None,1,Kingsport,8/6/2019 4:03:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,3,Null & -,36.472027,Daylight,-82.485734,300558457,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Other,Urban,16,36.556927,-82.56016,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 1 injury/ies)",CLINCHFIELD ST,?,1,16:02,"Thursday, September 5, 2019 @ 16:02",Senior (65-99),Thursday,None,None,None,1,Kingsport,9/5/2019 4:02:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.556927,Daylight,-82.56016,300566056,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,SULLIVAN CO SHERIFFS DEPT,SULLIVAN CO SHERIFFS DEPT,1,Other,Rural,11,36.538395,-82.15408,View Dashboard,1,0,0,1,Utility Pole,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",BOOHER DR,?,1,11:06,"Monday, June 3, 2019 @ 11:06",Senior (65-99),Monday,None,None,None,1, Not in a City,6/3/2019 11:06:00 AM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Utility Pole,0,Null & -,36.538395,Daylight,-82.15408,300543167,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Other,Urban,10,36.308098,-82.44593,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",FORDTOWN,?,1,10:52,"Monday, November 4, 2019 @ 10:52",Senior (65-99),Monday,Unbelted Occupant,Large Truck,None,1,Kingsport,11/4/2019 10:52:00 AM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,0,Large Truck Involved,36.308098,Daylight,-82.44593,300582172,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,SULLIVAN CO SHERIFFS DEPT,SULLIVAN CO SHERIFFS DEPT,1,Other,Urban,16,36.561728,-82.098296,View Dashboard,1,0,0,1,Pedestrian,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",V I RANCH RD,?,1,16:00,"Monday, May 27, 2019 @ 16:00",None,Monday,None,None,Pedestrian,1,Bristol,5/27/2019 4:00:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Pedestrian,0,Null & -,36.561728,Daylight,-82.098296,300541645,Null & -,1,-,-,Pedestrian Involved,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,Interstate,Urban,20,36.4954,-82.55784,View Dashboard,1,0,0,1,Pedestrian,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",  I-26,?,1,20:25,"Wednesday, October 2, 2019 @ 20:25",None,Wednesday,None,None,Pedestrian,1,Kingsport,10/2/2019 8:25:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Pedestrian,0,Null & -,36.4954,Dark-Not Lighted,-82.55784,102528259,Null & -,1,-,-,Pedestrian Involved,-,Null & -,Null & -,THP,5-Fall Branch,Null & -,Null & -,Cloudy
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,State Road,Urban,21,36.48256,-82.50036,View Dashboard,1,0,0,1,Pedestrian,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)", SR-36,?,1,21:40,"Friday, June 14, 2019 @ 21:40",None,Friday,"Drunk Driver, Unbelted Occupant",None,Pedestrian,1,Kingsport,6/14/2019 9:40:00 PM,Sullivan,Fatal,Fatal,Null & -,Drinking Driver,Null & -,Null & -,1,Pedestrian,0,Null & -,36.48256,Dark-Lighted,-82.50036,300546198,Null & -,1,-,-,Pedestrian Involved,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Interstate,Urban,Un,36.544437,-82.33563,View Dashboard,1,0,0,2,Guard Rail Face,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (2 fatality/ies, 0 injury/ies)",  I-81,?,1,Unknown,"Thursday, June 6, 2019 @ Unknown",None,Thursday,"Driver Used Drug, Unbelted Occupant",None,None,1,Kingsport,6/6/2019 12:00:00 AM,Sullivan,Fatal,Fatal,Null & -,Null & -,Driver has used Drugs,Null & -,2,Guard Rail Face,0,Null & -,36.544437,"Null, Other, Unknown",-82.33563,300543965,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Interstate,Urban,18,36.474874,-82.491566,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",  I-81,?,1,18:24,"Wednesday, March 13, 2019 @ 18:24",None,Wednesday,Unbelted Occupant,Motorcycle,None,1,Kingsport,3/13/2019 6:24:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,0,Null & -,36.474874,Daylight,-82.491566,300522077,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,State Road,Rural, 9,36.56149,-82.04078,View Dashboard,1,0,0,1,Standing Tree,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)", SR-34,?,1, 9:36,"Saturday, April 13, 2019 @  9:36",None,Saturday,None,None,None,1, Not in a City,4/13/2019 9:36:00 AM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Standing Tree,0,Null & -,36.56149,Daylight,-82.04078,102360530,Null & -,1,-,-,-,-,Null & -,Null & -,THP,5-Fall Branch,Null & -,Null & -,Cloudy
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Interstate,Urban,13,36.474873,-82.49157,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (2 fatality/ies, 0 injury/ies)",  I-81,?,1,13:52,"Saturday, June 29, 2019 @ 13:52",None,Saturday,"Driver Used Drug, Unbelted Occupant",None,None,1,Kingsport,6/29/2019 1:52:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Driver has used Drugs,Null & -,2,Motor Vehicle-In-Transport On Same Roadway,0,Null & -,36.474873,Daylight,-82.49157,300549535,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,BRISTOL POLICE DEPT,BRISTOL POLICE DEPT,1,Other,Urban,18,36.59255,-82.18619,View Dashboard,1,0,0,1,Curb,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",ANDERSON ST,?,1,18:03,"Friday, May 24, 2019 @ 18:03",None,Friday,Unbelted Occupant,Motorcycle,None,1,Bristol,5/24/2019 6:03:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Curb,0,Null & -,36.59255,Daylight,-82.18619,300541465,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,SULLIVAN CO SHERIFFS DEPT,SULLIVAN CO SHERIFFS DEPT,1,Other,Rural, 1,36.489124,-82.4969,View Dashboard,1,0,0,1,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",COLONIAL HEIGHTS RD,?,1, 1:45,"Thursday, March 7, 2019 @  1:45",None,Thursday,Unbelted Occupant,Motorcycle,None,1, Not in a City,3/7/2019 1:45:00 AM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Ditch,0,Null & -,36.489124,Dark-Not Lighted,-82.4969,300521491,Motorcyclist Involved,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Other,Urban, 5,36.54923,-82.58195,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 1 injury/ies)",I26 HWY,?,1, 5:11,"Sunday, September 1, 2019 @  5:11",None,Sunday,None,None,None,1,Kingsport,9/1/2019 5:11:00 AM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.54923,Dark-Not Lighted,-82.58195,300564795,Null & -,1,-,-,-,-,Null & -,Null & -,Other,5-Fall Branch,Null & -,Null & -,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,Interstate,Urban,19,36.54923,-82.58195,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",  I-26,?,1,19:46,"Saturday, November 9, 2019 @ 19:46",None,Saturday,"Speeding, Unbelted Occupant",None,None,1,Kingsport,11/9/2019 7:46:00 PM,Sullivan,Fatal,Fatal,Null & -,Null & -,Null & -,Null & -,1,Motor Vehicle-In-Transport On Same Roadway,0,Null & -,36.54923,Dark-Not Lighted,-82.58195,300583685,Null & -,1,-,-,-,-,Null & -,Speeding Driver,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,SULLIVAN CO SHERIFFS DEPT,SULLIVAN CO SHERIFFS DEPT,1,Other,Urban,22,36.448298,-82.193069,View Dashboard,1,0,0,1,Utility Pole,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 0 injury/ies)",UNDERWOOD SPRING BRANCH RD,?,1,22:40,"Saturday, April 6, 2019 @ 22:40",None,Saturday,"Drunk Driver, Speeding, Unbelted Occupant",None,None,1,Bluff City,4/6/2019 10:40:00 PM,Sullivan,Fatal,Fatal,Null & -,Drinking Driver,Null & -,Null & -,1,Utility Pole,0,Null & -,36.448298,Dark-Not Lighted,-82.193069,300528160,Null & -,1,-,-,-,-,Null & -,Speeding Driver,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,KINGSPORT POLICE DEPARTMENT,KINGSPORT POLICE DEPARTMENT,1,State Road,Urban, 2,36.56352,-82.49992,View Dashboard,1,0,0,2,Boulder,1,:: Public Safety Maps,:: Crash Data Reports,"Fatal (1 fatality/ies, 1 injury/ies)", SR-93,?,1, 2:33,"Thursday, September 19, 2019 @  2:33",None,Thursday,"Drunk Driver, Speeding, Unbelted Occupant",None,None,1,Kingsport,9/19/2019 2:33:00 AM,Sullivan,Fatal,Fatal,Null & -,Drinking Driver,Null & -,Null & -,1,Boulder,1,Null & -,36.56352,Dark-Lighted,-82.49992,300569345,Null & -,1,-,-,-,-,Null & -,Speeding Driver,Other,5-Fall Branch,Null & -,Unbelted Occupant,Clear
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,Interstate,Rural,20,36.0176,-82.54833,View Dashboard,1,0,0,4,"Over Turn, Roll Over",1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (4 injury/ies),  I-26,?,1,20:15,"Thursday, June 6, 2019 @ 20:15",Teen (13-19),Thursday,Unbelted Occupant,None,None,1, Not in a City,6/6/2019 8:15:00 PM,Unicoi,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,"Over Turn, Roll Over",4,Null & -,36.0176,Dusk,-82.54833,102412799,Null & -,1,-,-,-,-,Null & -,Null & -,THP,5-Fall Branch,Teen Driver (13-19),Unbelted Occupant,Rain
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,Other,Rural, 7,36.0953,-82.47548,View Dashboard,1,0,0,2,Ditch,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),TEMPLE HILL RD,?,1, 7:30,"Monday, September 9, 2019 @  7:30",Teen (13-19),Monday,Unbelted Occupant,None,None,1, Not in a City,9/9/2019 7:30:00 AM,Unicoi,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Ditch,2,Null & -,36.0953,Daylight,-82.47548,102504663,Null & -,1,-,-,-,-,Null & -,Null & -,THP,5-Fall Branch,Teen Driver (13-19),Unbelted Occupant,Clear
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,Other,Rural,12,36.11693,-82.43976,View Dashboard,1,0,0,2,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (2 injury/ies),CHESTOA PIKE,?,1,12:42,"Sunday, August 4, 2019 @ 12:42",Senior (65-99),Sunday,"Drunk Driver, Driver Used Drug",None,None,1, Not in a City,8/4/2019 12:42:00 PM,Unicoi,Serious Injury,Serious Injury,Null & -,Drinking Driver,Driver has used Drugs,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,2,Null & -,36.11693,Daylight,-82.43976,102470330,Null & -,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,5-Fall Branch,Null & -,Null & -,Clear
Null & -,THP District 5 - Fall Branch,THP District 5 - Fall Branch,1,State Road,Urban,14,36.14652,-82.43572,View Dashboard,1,0,0,1,Motor Vehicle-In-Transport On Same Roadway,1,:: Public Safety Maps,:: Crash Data Reports,Suspected Serious Injury (1 injury/ies), SR-107,?,1,14:20,"Sunday, July 28, 2019 @ 14:20",Senior (65-99),Sunday,Unbelted Occupant,Motorcycle,None,1,Erwin,7/28/2019 2:20:00 PM,Unicoi,Serious Injury,Serious Injury,Null & -,Null & -,Null & -,Null & -,0,Motor Vehicle-In-Transport On Same Roadway,1,Null & -,36.14652,Daylight,-82.43572,102461854,Motorcyclist Involved,1,-,-,-,-,Senior Driver (65-99),Null & -,THP,5-Fall Branch,Null & -,Unbelted Occupant,Clear
