Area Designation Cde,City,Crash Comments,Collision Date,CY Fatal Crashes,Latitude in Date Range,CY Fatalities,Placeholder,Invalid Lat Long - Crash in Date Range,Collision Dte,Collision Id,Collision Time Txt,County Name,Date Deleted,DEL,Date Range Collision Date,Date Range Fatal Crashes,Early Notification Type,Fatal Case Nbr Txt,ID,Intersect Road Name Suffix Txt,Intersect Road Name Txt,Intersect Road Nbr Txt,Invalid Lat Long - Fatality in Date Range,DateDiffTest,Crash Latitude,Longitude in Date Range,Crash Longitude,Master Record Number,Mile Mark Nmb,Mstr Rec Nbr Txt,Person Type,Rdwy Name Suffix Txt,Rdwy Name Txt,Rdwy Nbr Txt,Relation To Road Cde,Rollover Ind,Route Signing Cde,State Fatal #,School Bus Cde,Speed Ind,THP District,TK or BUS INV,Date Range Fatalities
01,Church Hill,"9/4/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/5/19 - SAFETY NET PAGE & SUPPORTING DOCUMENATION REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",8/27/2019 12:00:00 AM,1,36.52188,1,1,0,8/27/2019 12:56:00 PM,D8C2531F-CB4B-11E9-887B-8CC121A37E6D,12:56,Hawkins,,N,8/27/2019 12:00:00 AM,1,Par,19-0669,106A7CF6-4ECE-E911-80F3-0050568862AF,,RICHMOND ST,,0,1699,36.52188,-82.69679,-82.69679,102494211,0,102494211,DRIVER,,HIGHWAY 11 W,,01,N,02,19-0669,00,,05,T,1
01,Church Hill,"9/4/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/5/19 - SAFETY NET PAGE & SUPPORTING DOCUMENATION REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",8/27/2019 12:00:00 AM,1,36.52188,1,1,0,8/27/2019 12:56:00 PM,D8C2531F-CB4B-11E9-887B-8CC121A37E6D,12:56,Hawkins,,N,8/27/2019 12:00:00 AM,1,Par,19-0669,5E22DF15-4FCE-E911-80F3-0050568862AF,,RICHMOND ST,,0,1699,36.52188,-82.69679,-82.69679,102494211,0,102494211,PASS,,HIGHWAY 11 W,,01,N,02,19-0669,00,,05,T,1
01,Athens,"9/24/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/24/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",9/7/2019 12:00:00 AM,1,35.4688,1,1,0,9/7/2019 9:25:00 AM,C0953256-D1B6-11E9-BCD4-F8B156A39118,09:25,McMinn,,N,9/7/2019 12:00:00 AM,1,Par,19-0739,27DCC3DE-04DE-E911-80F7-0050568862B1,,DENSO DR,,0,1710,35.4688,-84.65386,-84.65386,102502347,0,102502347,PASS,,DECATUR PKE,,01,N,03,19-0739,00,,02,T,1
00,Not in a City,"9/17/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/17/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF",9/7/2019 12:00:00 AM,1,36.19641,1,1,0,9/7/2019 4:11:00 PM,829E53FD-D296-11E9-86AC-A402B9F0DCA9,16:11,Hamblen,,N,9/7/2019 12:00:00 AM,1,Email,19-0701,A2B9F215-04D3-E911-80F3-0050568862AF,,,,0,1710,36.19641,-83.15814,-83.15814,102504399,16,102504399,PED,,I 81,,01,N,01,19-0701,00,,05,T,1
01,Not in a City,"9/16/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/16/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",9/3/2019 12:00:00 AM,1,35.62013,1,1,0,9/3/2019 5:45:00 PM,0F190CA1-CEC1-11E9-B7C2-34415DD44698,17:45,Warren,,N,9/3/2019 12:00:00 AM,1,Email,19-0682,FF60ABC0-12CF-E911-80F3-0050568862AF,,WAREHOUSE RD,,0,1706,35.62013,-85.89957,-85.89957,102504733,0,102504733,DRIVER,,MT VIEW INDUSTRIAL DR,,01,N,04,19-0682,00,,06,T,1
01,Not in a City,"9/16/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/16/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",9/3/2019 12:00:00 AM,1,35.62013,1,1,0,9/3/2019 5:45:00 PM,0F190CA1-CEC1-11E9-B7C2-34415DD44698,17:45,Warren,,N,9/3/2019 12:00:00 AM,1,Email,19-0682,0061ABC0-12CF-E911-80F3-0050568862AF,,WAREHOUSE RD,,0,1706,35.62013,-85.89957,-85.89957,102504733,0,102504733,PASS,,MT VIEW INDUSTRIAL DR,,01,N,04,19-0682,00,,06,T,1
02,Not in a City,"9/17/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/17/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",9/9/2019 12:00:00 AM,1,35.5949,1,1,0,9/9/2019 6:10:00 AM,6F788786-D3DD-11E9-B4FE-E8393540A6FC,06:10,Henderson,,N,9/9/2019 12:00:00 AM,1,Email,19-0710,C37367B4-C9D3-E911-80F4-0050568862B1,,YATES RD,,0,1712,35.5949,-88.38903,-88.38903,102504829,0,102504829,DRIVER,,HWY 22S,,01,Y,03,19-0710,00,,08,T,1
01,Mount Pleasant,"9/16/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) FOR TRUCK NOTIFICATION TO SAFETY NET.  GF

9/16/19 - SAFETY NET DOCS & SUPPORTING DOCS REC'D FROM CVARS. PLACED IN CASE FILE. GF",9/5/2019 12:00:00 AM,1,35.55706,1,1,0,9/5/2019 12:00:00 AM,BF7322BC-D0C8-11E9-A5E8-6C2B59D4F531,24:00,Maury,,N,9/5/2019 12:00:00 AM,1,Par,19-0714,D22DD3DF-53D5-E911-80F4-0050568862B1,,MEDIAN,,0,1708,35.55706,-87.19276,-87.19276,102505580,0,102505580,DRIVER,,43 BYP,,01,N,02,19-0714,00,,07,T,1
00,Not in a City,,9/8/2019 12:00:00 AM,1,36.48684,1,1,0,9/8/2019 3:32:00 AM,7C65540E-D37B-11E9-B73C-5076AF07CD2F,03:32,Montgomery,,N,9/8/2019 12:00:00 AM,1,Email,19-0703,50FCC2E9-05D3-E911-80F3-0050568862AF,,,,0,1711,36.48684,-87.159,-87.159,102508541,15,102508541,DRIVER,,I 24,,01,Y,01,19-0703,00,,03,T,1
00,Not in a City,,9/8/2019 12:00:00 AM,1,36.48684,1,1,0,9/8/2019 3:32:00 AM,7C65540E-D37B-11E9-B73C-5076AF07CD2F,03:32,Montgomery,,N,9/8/2019 12:00:00 AM,1,Email,19-0703,4D858721-06D3-E911-80F3-0050568862AF,,,,0,1711,36.48684,-87.159,-87.159,102508541,15,102508541,PASS,,I 24,,01,Y,01,19-0703,00,,03,T,1
00,Not in a City,"9/25/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/25/19 - SAFETY NET PAGE REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED. GF",9/17/2019 12:00:00 AM,1,36.01203,1,1,0,9/17/2019 12:30:00 PM,F0105E1A-D981-11E9-B769-5076AF0CB6E6,12:30,Wilson,,N,9/17/2019 12:00:00 AM,1,Email,19-0734,D7F13246-14DA-E911-80F4-0050568862B1,,LEBANON PIKE,,0,1720,36.01203,-86.36389,-86.36389,102517043,0,102517043,DRIVER,,MURFREESBORO RD,,01,N,02,19-0734,00,,03,T,1
02,Not in a City,"9/26/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/30/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",9/23/2019 12:00:00 AM,1,36.08241,1,1,0,9/23/2019 1:00:00 PM,54735151-DE32-11E9-B7D1-34415DD48BCB,13:00,Putnam,,N,9/23/2019 12:00:00 AM,1,Email,19-0756,C8397BFB-C7DE-E911-80F7-0050568862B1,,RICE RD,,0,1726,36.08241,-85.58516,-85.58516,102519549,0,102519549,DRIVER,,BURGESS FALLS RD,,01,Y,03,19-0756,00,,06,T,1
00,Not in a City,"9/26/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

9/30/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF",9/20/2019 12:00:00 AM,1,35.78727,1,1,0,9/20/2019 3:25:00 PM,491A788A-DE2C-11E9-8122-340286B31036,15:25,Williamson,,N,9/20/2019 12:00:00 AM,1,Email,19-0745,AC25787A-07DE-E911-80F7-0050568862B1,,BARKER RD,,0,1723,35.78727,-87.00395,-87.00395,102519652,0,102519652,DRIVER,,CARTERS CREEK PIKE,,01,N,03,19-0745,00,,03,T,1
01,Union City,"9/30/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

10/1/19 - SAFETY NET PAGE REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF

",9/17/2019 12:00:00 AM,1,36.415,1,1,0,9/17/2019 2:10:00 PM,C72C4D80-DE40-11E9-A7D4-7845C43E27BD,14:10,Obion,,N,9/17/2019 12:00:00 AM,1,Par,19-0758,09436E0D-5CE0-E911-80F7-0050568862B1,,S FOURTH ST,,0,1720,36.415,-89.0626,-89.0626,102519847,0,102519847,DRIVER,,W REELFOOT AV,,01,N,06,19-0758,00,,04,T,1
00,Nashville,"10/8/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

10/8/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",10/3/2019 12:00:00 AM,1,36.07224,1,1,0,10/3/2019 3:46:00 AM,D7E4EDED-E60E-11E9-A437-B8CA3AAB8465,03:46,Davidson,,N,10/3/2019 12:00:00 AM,1,Email,19-0782,F36CB857-ABE6-E911-80F7-0050568862B1,,,,0,1736,36.07224,-86.69172,-86.69172,102527898,56.8,102527898,DRIVER,,I 24,,01,N,01,19-0782,00,,03,T,1
01,Franklin,"10/9/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

10/9/19 - SAFETY NET DOCS RETURNED FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF
",10/3/2019 12:00:00 AM,1,35.91443,1,1,0,10/3/2019 12:19:00 PM,5B66DDCE-E6BD-11E9-9DFE-BCC342DF8C9C,12:19,Williamson,,N,10/3/2019 12:00:00 AM,1,Par,19-0789,D8BEF88E-0CE9-E911-80F7-0050568862B1,,,,0,1736,35.91443,-86.82434,-86.82434,102528842,65.5,102528842,DRIVER,,I 65,,05,Y,01,19-0789,00,,03,T,1
00,Lebanon,"10/15/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

10/16/19 - SAFETY NET PAGE REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF",10/1/2019 12:00:00 AM,1,36.18378,1,1,0,10/1/2019 5:07:00 PM,989F8D2F-EA34-11E9-B19D-20C6EB091438,17:07,Wilson,,N,10/1/2019 12:00:00 AM,1,Email,19-0805,7C4E5DDB-C7E9-E911-80F7-0050568862B1,,,,0,1734,36.18378,-86.35992,-86.35992,102533606,234.4,102533606,DRIVER,,I 40,,01,N,01,19-0805,00,,03,T,1
00,Not in a City,"10/29/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

10/29/19 - SAFETY NET DOCS REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF",10/13/2019 12:00:00 AM,1,35.06895,1,1,0,10/13/2019 1:20:00 AM,383E22C4-EDD6-11E9-A0B7-8CC1214E9AE2,01:20,Shelby,,N,10/13/2019 12:00:00 AM,1,Email,19-0827,BC95F101-8BEE-E911-80F7-0050568862B1,,STATE ROUTE 385S,,0,1746,35.06895,-89.64185,-89.64185,102542296,0,102542296,DRIVER,,STATE ROUTE 385S,,01,Y,01,19-0827,00,,04,T,1
00,Not in a City,"10/29/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

10/29/19 - SAFETY NET DOCS REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF",10/13/2019 12:00:00 AM,1,35.06895,1,1,0,10/13/2019 1:20:00 AM,383E22C4-EDD6-11E9-A0B7-8CC1214E9AE2,01:20,Shelby,,N,10/13/2019 12:00:00 AM,1,Email,19-0827,31C3C22C-8BEE-E911-80F7-0050568862B1,,STATE ROUTE 385S,,0,1746,35.06895,-89.64185,-89.64185,102542296,0,102542296,PASS,,STATE ROUTE 385S,,01,Y,01,19-0827,00,,04,T,1
00,Not in a City,"10/29/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

10/29/19 - SAFETY NET DOCS REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF",10/13/2019 12:00:00 AM,1,35.06895,1,1,0,10/13/2019 1:20:00 AM,383E22C4-EDD6-11E9-A0B7-8CC1214E9AE2,01:20,Shelby,,N,10/13/2019 12:00:00 AM,1,Email,19-0827,1DE2F247-8BEE-E911-80F7-0050568862B1,,STATE ROUTE 385S,,0,1746,35.06895,-89.64185,-89.64185,102542296,0,102542296,PASS,,STATE ROUTE 385S,,01,Y,01,19-0827,00,,04,T,1
00,Not in a City,"10/29/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

10/29/19 - SAFETY NET DOCS REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF",10/13/2019 12:00:00 AM,1,35.06895,1,1,0,10/13/2019 1:20:00 AM,383E22C4-EDD6-11E9-A0B7-8CC1214E9AE2,01:20,Shelby,,N,10/13/2019 12:00:00 AM,1,Email,19-0827,FB60EC6A-8BEE-E911-80F7-0050568862B1,,STATE ROUTE 385S,,0,1746,35.06895,-89.64185,-89.64185,102542296,0,102542296,PASS,,STATE ROUTE 385S,,01,Y,01,19-0827,00,,04,T,1
00,Dunlap,"11/4/19 - SENT TITAN REPORT TO VICKIE MASON (CVARS) REGARDING TRUCK NOTIFICATION.   GF

11/14/19 - SAFETY NET PAGE & ALL SUPPORTING DOCS ARE REC'D FROM CVARS. PLACED IN CASE FILE ATTACHED.  GF",9/24/2019 12:00:00 AM,1,35.39052,1,1,0,9/24/2019 3:49:00 PM,610D2818-E0F1-11E9-B73D-5076AF0C7BD1,15:49,Sequatchie,,N,9/24/2019 12:00:00 AM,1,Email,19-0763,E8E75F18-29E1-E911-80F7-0050568862B1,,TRAM TRL,,0,1727,35.39052,-85.39005,-85.39005,102551271,0,102551271,DRIVER,,FREDONIA RD,,01,N,04,19-0763,00,,02,T,1
01,CLARKSVILLE,,1/28/2015 12:00:00 AM,1,36.503309,1,1,0,1/28/2015 12:15:00 PM,,12:15,Montgomery,,N,1/28/2015 12:00:00 AM,1,Par,15-0066,74884D7E-3C8C-4069-819A-C8A614622DFF,DR,Glendale,,0,27,36.503309,-87.323198,-87.323198,300208104,0,300208104,DRIVER,RD,Ashland City,SR12,01,,03,15-0066,00,N,03,T,1
00,KINGSPORT,,3/13/2015 12:00:00 AM,1,36.478058,1,1,0,3/13/2015 11:18:00 PM,,23:18,Sullivan,,N,3/13/2015 12:00:00 AM,1,Par,15-0215,B183D38A-3FA8-476F-8397-9773A3ED7131,,,,0,71,36.478058,-82.48558,-82.48558,300213553,59,300213553,DRIVER,HWY,I 81,I81,05,,01,15-0215,00,N,05,T,1
00,KINGSPORT,,3/13/2015 12:00:00 AM,1,36.478058,1,1,0,3/13/2015 11:18:00 PM,,23:18,Sullivan,,N,3/13/2015 12:00:00 AM,1,Par,15-0215,B183D38A-3FA8-476F-8397-9773A3ED7131,,,,0,71,36.478058,-82.48558,-82.48558,300213553,59,300213553,DRIVER,HWY,I 81,I81,05,,01,15-0215,00,N,05,T,1
01,MEMPHIS,,7/5/2015 12:00:00 AM,1,35.020758,1,1,0,7/5/2015 11:36:00 PM,,23:36,Shelby,,N,7/5/2015 12:00:00 AM,1,Email,15-0410,FEF041DF-663A-4FA5-BDEB-6884CE8C5AB7,ST,Third,,0,185,35.020758,-90.087831,-90.087831,300230307,0,300230307,DRIVER,DR,West Shelby,,01,,06,15-0410,00,N,04,T,1
01,MEMPHIS,,8/4/2015 12:00:00 AM,1,35.082539,1,1,0,8/4/2015 10:57:00 PM,,22:57,Shelby,,N,8/4/2015 12:00:00 AM,1,Par,15-0492,0168EF26-3D82-486C-B187-B1DFC73DA8F8,CIR,Pecan,,0,215,35.082539,-89.985164,-89.985164,300234434,0,300234434,PED,BLVD,Airways,,01,,06,15-0492,00,N,04,T,1
01,MEMPHIS,,9/19/2015 12:00:00 AM,1,35.051323,1,1,0,9/19/2015 1:11:00 PM,,13:11,Shelby,,N,9/19/2015 12:00:00 AM,1,Par,15-0637,3D9554FF-1FC9-40FE-A040-C60E70CCC242,RD,Knight,,0,261,35.051323,-89.909932,-89.909932,300242219,0,300242219,DRIVER,RD,Winchester,,01,,06,15-0637,00,N,04,T,1
01,MEMPHIS,,10/9/2015 12:00:00 AM,1,35.006068,1,1,0,10/9/2015 1:30:00 PM,,13:30,Shelby,,N,10/9/2015 12:00:00 AM,1,Email,15-0682,EB3DE6F9-1B9F-4700-A564-FAE0814A8040,RD,E Holmes,,0,281,35.006068,-89.936759,-89.936759,300245741,0,300245741,DRIVER,RD,Getwell,,01,,06,15-0682,00,Y,04,T,1
01,MEMPHIS,,10/27/2015 12:00:00 AM,1,35.05408,1,1,0,10/27/2015 7:10:00 PM,,19:10,Shelby,,N,10/27/2015 12:00:00 AM,1,Email,15-0730,0823D6E5-0DF9-42CD-87A5-D535B575D7A8,,Hermitage,,0,299,35.05408,-90.019148,-90.019148,300248387,0,300248387,PASS,RD,Winchester,,01,,06,15-0730,00,N,04,T,1
01,CLARKSVILLE,,12/4/2015 12:00:00 AM,1,36.631262,1,1,0,12/4/2015 3:23:00 PM,,15:23,Montgomery,,N,12/4/2015 12:00:00 AM,1,Par,15-0832,F9892653-8343-4008-A11B-36F42E3205C4,RD,Allen,,0,337,36.631262,-87.386265,-87.386265,300254796,0,300254796,DRIVER,RD,Tiny Town,,01,,03,15-0832,00,N,03,T,1
01,MEMPHIS,,12/8/2015 12:00:00 AM,1,35.125416,1,1,0,12/8/2015 10:15:00 AM,,10:15,Shelby,,N,12/8/2015 12:00:00 AM,1,Par,15-0836,5135AF86-926E-43E2-B275-D0FDB014D5C7,RD,Walnut Grove,,0,341,35.125416,-89.86822,-89.86822,300254939,0,300254939,DRIVER,RD,I240 Interstate,,01,,01,15-0836,00,N,04,T,1
00,MEMPHIS,,12/16/2015 12:00:00 AM,1,35.169645,1,1,0,12/16/2015 4:30:00 PM,,16:30,Shelby,,N,12/16/2015 12:00:00 AM,1,Par,15-0865,819C56FA-B918-4DE1-BABF-50F07126E2F0,VW,Sycamore,,0,349,35.169645,-89.850437,-89.850437,300256294,13,300256294,DRIVER,,,I40,01,,01,15-0865,00,N,04,T,1
00,MEMPHIS,,1/6/2016 12:00:00 AM,1,35.066947,1,1,0,1/6/2016 2:30:00 AM,,02:30,Shelby,,N,1/6/2016 12:00:00 AM,1,Par,16-0110,E649C691-93F5-457B-98F2-C09118FA1CA5,RD,Ridgeway,,0,370,35.066947,-89.844206,-89.844206,300259309,0,300259309,DRIVER,,,SR385,01,,01,16-0110,00,N,04,T,1
02,MEMPHIS,,2/13/2016 12:00:00 AM,1,35.210873,1,1,0,2/13/2016 9:30:00 AM,,09:30,Shelby,,N,2/13/2016 12:00:00 AM,1,Par,16-0076,DCACCE64-F240-448F-A7B7-C2F7FFB5ACB3,AVE,Whitney,,0,408,35.210873,-89.952858,-89.952858,300265124,0,300265124,PASS,RD,New Allen,,01,,06,16-0076,00,N,04,T,1
01,MEMPHIS,,2/16/2016 12:00:00 AM,1,35.061698,1,1,0,2/16/2016 10:15:00 AM,,10:15,Shelby,,N,2/16/2016 12:00:00 AM,1,Par,16-0089,5288F6B8-5E22-47FC-9886-B9D59EE911B1,RD,Brooks,,0,411,35.061698,-90.024802,-90.024802,300265501,0,300265501,PASS,AVE,Plough,,02,,06,16-0089,00,N,04,T,1
00,MEMPHIS,,3/24/2016 12:00:00 AM,1,35.149534,1,1,0,3/24/2016 5:57:00 AM,,05:57,Shelby,,N,3/24/2016 12:00:00 AM,1,Email,16-0177,556DE31C-6A05-41B0-AA7F-08C14C76264E,,Perkins,,0,448,35.149534,-90.04898,-90.04898,300272319,0,300272319,PED,,I240 Westbound,,01,,01,16-0177,00,N,04,T,1
01,MEMPHIS,,3/24/2016 12:00:00 AM,1,35.178236,1,1,0,3/24/2016 1:48:00 AM,,01:48,Shelby,,N,3/24/2016 12:00:00 AM,1,Par,16-0219,353A3F98-195D-4E0E-B643-F01399999043,,Whitten,,0,448,35.178236,-89.836292,-89.836292,300273170,0,300273170,DRIVER,,,I40,01,,01,16-0219,00,Y,04,T,1
02,MEMPHIS,,5/4/2016 12:00:00 AM,1,35.150751,1,1,0,5/4/2016 7:30:00 PM,,19:30,Shelby,,N,5/4/2016 12:00:00 AM,1,Email,16-0285,24FDAB29-4383-42D3-B27C-3445D9878022,BLVD,Danny Thomas,,0,489,35.150751,-90.036084,-90.036084,300279786,0,300279786,PED,,I40 Eastbound,,01,,01,16-0285,00,N,04,T,1
01,MEMPHIS,,6/2/2016 12:00:00 AM,1,35.149534,1,1,0,6/2/2016 3:24:00 PM,,15:24,Shelby,,N,6/2/2016 12:00:00 AM,1,Email,16-0401,5431E1A2-87CE-4BB3-98DF-93682D416D0C,BLVD,Kate Hyde,,0,518,35.149534,-90.04898,-90.04898,300284932,0,300284932,PASS,,,US64,01,,02,16-0401,00,N,04,T,1
01,MEMPHIS,,6/9/2016 12:00:00 AM,1,35.103852,1,1,0,6/9/2016 11:17:00 AM,,11:17,Shelby,,N,6/9/2016 12:00:00 AM,1,Email,16-0398,9FD3690E-FEC4-445C-851E-F49DE7AA4F5D,PRT,Port,,0,525,35.103852,-90.094665,-90.094665,300285872,0,300285872,DRIVER,AVE,Channel,,01,,06,16-0398,00,N,04,T,1
00,MEMPHIS,,7/13/2016 12:00:00 AM,1,35.134639,1,1,0,7/13/2016 10:36:00 PM,,22:36,Shelby,,N,7/13/2016 12:00:00 AM,1,Par,16-0495,982E0BC4-7791-48EA-868B-231EE1F23A79,RD,Farm,,0,559,35.134639,-89.840376,-89.840376,300291882,0,300291882,PASS,GRV,Walnut,,01,,06,16-0495,00,Y,04,T,1
00,MEMPHIS,,7/13/2016 12:00:00 AM,1,35.134639,1,1,0,7/13/2016 10:36:00 PM,,22:36,Shelby,,N,7/13/2016 12:00:00 AM,1,Par,16-0495,409F614C-B8B4-4A64-88EE-4371BAC59EC8,RD,Farm,,0,559,35.134639,-89.840376,-89.840376,300291882,0,300291882,DRIVER,GRV,Walnut,,01,,06,16-0495,00,Y,04,T,1
00,KNOXVILLE,,7/20/2016 12:00:00 AM,1,35.965746,1,1,0,7/20/2016 1:03:00 AM,,01:03,Knox,,N,7/20/2016 12:00:00 AM,1,Par,16-0508,928385E4-743E-47E2-8374-7C1FA69C8C67,AVE,Western,,0,566,35.965746,-83.932435,-83.932435,300293112,0,300293112,DRIVER,,Interstate,,01,,01,16-0508,00,N,01,T,1
00,KNOXVILLE,,7/20/2016 12:00:00 AM,1,35.965746,1,1,0,7/20/2016 1:03:00 AM,,01:03,Knox,,N,7/20/2016 12:00:00 AM,1,Par,16-0508,AF708A68-CC5D-4787-8BAE-9C6F950940FF,AVE,Western,,0,566,35.965746,-83.932435,-83.932435,300293112,0,300293112,DRIVER,,Interstate,,01,,01,16-0508,00,N,01,T,1
00,MEMPHIS,,8/6/2016 12:00:00 AM,1,35.084352,1,1,0,8/6/2016 11:38:00 AM,,11:38,Shelby,,N,8/6/2016 12:00:00 AM,1,Email,16-0558,B38ABE91-BC30-43AE-AFB4-3613A90E02A0,,Mount Moriah,,0,583,35.084352,-89.886201,-89.886201,300296599,0,300296599,DRIVER,,Interstate,,05,,01,16-0558,00,N,04,T,1
01,MEMPHIS,,8/18/2016 12:00:00 AM,1,35.026398,1,1,0,8/18/2016 10:10:00 PM,47902B3D-3FC0-11E7-9CF3-0050568862AD,22:10,Shelby,,N,8/18/2016 12:00:00 AM,1,Email,16-0589,51160A16-BBDE-4EAC-9618-03382779F809,RD,Pleasant Hill,,0,595,35.026398,-89.90356,-89.90356,300299444,0,300299444,PASS,AVE,Lamar,US78,01,,06,16-0589,00,Y,04,T,1
01,MEMPHIS,,8/18/2016 12:00:00 AM,1,35.026398,1,1,0,8/18/2016 10:10:00 PM,47902B3D-3FC0-11E7-9CF3-0050568862AD,22:10,Shelby,,N,8/18/2016 12:00:00 AM,1,Email,16-0589,55FE6B23-3955-4F65-AFA3-BB7E4A1B80BB,RD,Pleasant Hill,,0,595,35.026398,-89.90356,-89.90356,300299444,0,300299444,DRIVER,AVE,Lamar,US78,01,,06,16-0589,00,Y,04,T,1
01,MEMPHIS,,9/12/2016 12:00:00 AM,1,35.241472,1,1,0,9/12/2016 3:25:00 PM,,15:25,Shelby,,N,9/12/2016 12:00:00 AM,1,Email,16-0656,36CB5352-FED8-4B1E-A6B0-6C46EF955EB9,RD,Millington,,0,620,35.241472,-90.009407,-90.009407,300304728,0,300304728,DRIVER,RD,Hwy 51,US51,01,,06,16-0656,00,N,04,T,1
01,MEMPHIS,,9/25/2016 12:00:00 AM,1,35.166848,1,1,0,9/25/2016 3:30:00 AM,,03:30,Shelby,,N,9/25/2016 12:00:00 AM,1,Email,16-0702,FF0C7174-BBD1-42D6-B760-D62A01A4254C,VW,Sycamore,,0,633,35.166848,-89.857818,-89.857818,300307527,0,300307527,DRIVER,,,I40,01,,01,16-0702,00,N,04,T,1
00,MEMPHIS,,10/3/2016 12:00:00 AM,1,35.083597,1,1,0,10/3/2016 11:07:00 AM,,11:07,Shelby,,N,10/3/2016 12:00:00 AM,1,Email,16-0713,77AD9497-12E9-4670-A188-8E7213231122,,Mount Moriah,,0,641,35.083597,-89.891565,-89.891565,300308250,0,300308250,DRIVER,,Interstate,,01,,06,16-0713,00,N,04,T,1
01,MEMPHIS,,10/5/2016 12:00:00 AM,1,35.03396,1,1,0,10/5/2016 4:59:00 AM,,04:59,Shelby,,N,10/5/2016 12:00:00 AM,1,Email,16-0717,36495645-2221-4715-BD0F-5D1F4B63B312,,Concorde,,0,643,35.03396,-89.910705,-89.910705,300308658,0,300308658,DRIVER,AVE,Lamar,,01,,02,16-0717,00,Y,04,T,1
01,MEMPHIS,,10/7/2016 12:00:00 AM,1,35.047943,1,1,0,10/7/2016 1:04:00 AM,9FA02FA3-6AF2-11E7-9E64-0050568862AD,01:04,Shelby,,N,10/7/2016 12:00:00 AM,1,Email,16-0759,B4B51847-E3A9-4BC9-B891-284CA0ECF718,ST,Goodlett,,0,645,35.047943,-89.92133,-89.92133,300309156,0,300309156,PEDAL,AVE,Lamar,US78,01,,06,16-0759,00,N,04,T,1
